Customer_ID,City,Customer Lifetime Value,Age,Response,Coverage,Education,Effective To Date,Employment_Status,Gender,Income,Location_Code,Marital Status,Monthly Premium Auto,Total Written Premium,Losses,Loss Ratio,Growth Rate,Commissions,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Number of previous policies,Policy_Type,Policy_Rating,Renew_Offer_Type,Sales_Channel,Total Claim Amount,Feedback,Job,Company,Credit Card Provider
BG36293,Bengaluru,3687.1,41,Yes,Basic,PhD,28-01-2020,On leave,Male,149585,Rural,Widowed,137,17578,3706,0.891,-6.894,3487,17,50,2,0,5,Corporate,Average,Offer 2,Branch,92670.277,Not Given,Environmental health practitioner,Ellison Inc,VISA 19 digit
CZ55410,Kolkata,4496.01,41,Yes,Basic,Grade XII,09-06-2018,On leave,Female,230657,Suburban,Single,247,45480,9792,0.172,-0.575,639,29,7,2,4,18,Personal,Excellent,Offer 2,Branch,38697.899,Not Given,Engineer,Pena-Mays,JCB 16 digit
DW14159,Indore,7719.87,44,No,Basic,Diploma,21-07-2019,Employed,Male,281099,Urban,Divorced,196,19387,5764,0.017,-3.53,7845,45,89,1,9,3,Personal,Average,Offer 2,Agent,20072.969,Excellent,Engineer,Smith and Sons,VISA 13 digit
EW52260,Delhi,7922.08,50,No,Extended,Grade XII,15-08-2018,Retired,Female,416504,Rural,Widowed,74,40267,9559,0.44,-5.34,8166,19,75,1,8,14,Privileged,Bad,Offer 4,Branch,83713.899,Satisfactory,Airline pilot,Rodriguez-Walsh,JCB 16 digit
GL47982,Chennai,1221.76,26,Yes,Premium,Diploma,13-03-2020,Employed,Female,86163,Suburban,Married,236,37691,3534,0.468,-6.443,8182,12,51,1,4,18,Special,Good,Offer 1,Other,72072.185,Satisfactory,Horticulturist,Moreno and Warren,Discover
HE95492,Chennai,3642.21,43,No,Basic,Diploma,01-05-2019,Employed,Female,95784,Suburban,Married,130,8237,5476,0.971,8.593,4272,41,34,0,0,13,Special,Excellent,Offer 4,Other,99566.15,Bad,Lexicographer,Gonzalez and Sons,VISA 16 digit
HS35078,Hyderabad,3448.59,37,Yes,Premium,Grade X,10-12-2019,Employed,Female,379150,Urban,Widowed,98,28532,2683,0.529,4.241,6348,8,89,0,0,8,Corporate,Average,Offer 2,Online,33614.153,Not Given,Museum/gallery curator,Walker-Shaw,JCB 15 digit
IB54997,Chennai,3845.21,32,Yes,Premium,Graduate,04-09-2020,Unemployed,Female,325483,Urban,Single,55,8957,2004,0.105,-0.393,9802,33,87,1,5,18,Privileged,Bad,Offer 1,Branch,20612.909,Good,Software engineer,King Group,Maestro
KB98879,Bhopal,8211.05,31,Yes,Extended,Grade XII,25-08-2019,Retired,Male,352880,Suburban,Widowed,130,38539,1889,0.434,-2.026,9458,24,63,0,7,15,Personal,Average,Offer 4,Online,15454.814,Satisfactory,Education administrator,Berry Group,Maestro
KM54847,Pune,4482.67,31,Yes,Premium,PhD,29-12-2018,Employed,Female,227185,Rural,Married,151,18246,9191,0.271,1.554,6653,7,52,0,2,15,Corporate,Average,Offer 2,Branch,26534.255,Satisfactory,Medical sales representative,Ferguson-Diaz,Discover
