Customer_ID,City,Customer Lifetime Value,Age,Response,Coverage,Education,Effective To Date,Employment_Status,Gender,Income,Location_Code,Marital Status,Monthly Premium Auto,Total Written Premium,Losses,Loss Ratio,Growth Rate,Commissions,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Number of previous policies,Policy_Type,Policy_Rating,Renew_Offer_Type,Sales_Channel,Total Claim Amount,Feedback,Job,Company,Credit Card Provider
AC58719,Chennai,7630.4,47,Yes,Premium,Grade X,24-07-2018,On leave,Female,99315,Urban,Single,148,14826,1233,0.776,8.611,6851,14,79,2,7,11,Special,Excellent,Offer 4,Other,94095.761,Bad,Ceramics designer,Padilla and Kelly,American Express
DC15700,Bhopal,1212.61,29,No,Extended,PhD,18-05-2020,Retired,Male,102638,Suburban,Married,131,25650,6485,0.077,-7.387,5430,44,34,2,5,17,Special,Good,Offer 3,Call Center,38744.95,Not Given,Biochemist,Lee-Lewis,Discover
DD69682,Indore,8376.43,41,Yes,Extended,Graduate,09-08-2018,On leave,Male,340159,Urban,Married,178,28101,2284,0.1,0.622,8603,11,46,1,7,9,Special,Good,Offer 2,Online,53509.109,Bad,Special educational needs teacher,Madden Inc,VISA 16 digit
DT28243,Pune,6777.01,46,Yes,Premium,Grade XII,19-07-2020,On leave,Male,159976,Suburban,Married,241,29521,4467,0.761,-4.81,5796,15,94,1,3,10,Privileged,Excellent,Offer 3,Call Center,38429.741,Horrible,Dance movement psychotherapist,Pacheco and Tucker,JCB 15 digit
FD77975,Chennai,8931.81,28,Yes,Premium,Master,22-07-2020,Unemployed,Male,485341,Suburban,Married,154,17744,7080,0.787,-0.664,7242,6,75,0,6,6,Personal,Excellent,Offer 3,Other,33997.256,Satisfactory,English as a foreign language teacher,Dixon and Solomon,VISA 16 digit
FZ91877,Bhopal,7631.14,36,No,Premium,Grade X,22-10-2020,On leave,Female,363475,Rural,Single,162,47985,5585,0.205,-6.506,6538,38,48,1,0,7,Special,Average,Offer 2,Branch,44343.492,Not Given,Barrister,White and Briggs,JCB 15 digit
GJ41568,Chennai,2882.33,33,Yes,Basic,Grade XII,26-07-2019,Unemployed,Female,145227,Urban,Married,43,35138,5483,0.604,-1.864,7457,31,25,2,3,5,Privileged,Good,Offer 1,Branch,73531.236,Excellent,Product designer,Edwards and Martinez,Discover
IL99440,Indore,3885.71,41,No,Premium,Graduate,08-06-2018,Unemployed,Male,304809,Urban,Widowed,175,18998,2879,0.346,5.333,7759,40,65,0,3,15,Corporate,Average,Offer 3,Online,64091.461,Good,Network engineer,Hopkins-Stephens,Mastercard
IN93455,Hyderabad,4343.56,31,No,Premium,PhD,13-09-2018,Unemployed,Male,454187,Rural,Widowed,188,40998,7260,0.742,-4.031,230,14,64,1,9,15,Special,Average,Offer 1,Online,64317.157,Horrible,Energy manager,Warner and Pugh,VISA 19 digit
IS12854,Delhi,9799.66,37,Yes,Premium,Grade XII,18-08-2019,Retired,Female,323701,Urban,Divorced,48,47629,4890,0.15,1.548,847,26,78,0,4,12,Privileged,Bad,Offer 1,Other,96748.143,Average,Production engineer,Hernandez and Garcia,JCB 15 digit
IX32624,Chennai,9670.59,30,No,Basic,Grade XII,02-06-2020,Retired,Female,81479,Suburban,Single,148,22439,6574,0.186,-3.271,8723,26,36,1,9,17,Personal,Excellent,Offer 1,Other,16566.803,Not Given,Accounting technician,Rodriguez Ltd,VISA 19 digit
JI90032,Indore,9902.31,34,No,Premium,Grade XII,03-06-2020,Employed,Female,223634,Suburban,Single,40,45148,1750,0.203,2.472,7680,3,51,0,2,4,Corporate,Average,Offer 2,Agent,95220.306,Satisfactory,Radio producer,Brown Group,Mastercard
JL36236,Bengaluru,5547.07,45,No,Extended,Graduate,19-06-2018,On leave,Male,333261,Urban,Widowed,248,35650,5758,0.316,-9.695,1830,34,65,2,7,5,Corporate,Average,Offer 2,Branch,20437.47,Good,Data scientist,Jordan Group,JCB 16 digit
KA60504,Indore,7979.76,25,No,Extended,PhD,02-09-2020,On leave,Female,213856,Urban,Widowed,220,28530,5071,0.853,3.998,8641,47,86,2,5,3,Personal,Average,Offer 3,Branch,22733.607,Not Given,Education officer,Watkins-Stone,VISA 16 digit
KZ60113,Hyderabad,6820.79,47,Yes,Premium,Grade X,28-11-2020,On leave,Female,284749,Rural,Widowed,128,17588,8329,0.411,-9.417,1274,13,55,1,5,8,Personal,Good,Offer 2,Online,60875.727,Horrible,Astronomer,Moore-Santiago,Maestro
MA29903,Bhopal,9227.56,32,No,Basic,Graduate,15-01-2019,Unemployed,Female,423429,Urban,Widowed,155,33465,8212,0.116,-4.63,4955,20,67,2,1,3,Personal,Average,Offer 3,Agent,74838.34,Average,Engineer,Robertson and Kennedy,Maestro
MC41809,Chennai,1037.32,30,Yes,Premium,PhD,01-09-2020,Unemployed,Male,99593,Rural,Married,125,45678,4554,0.001,9.268,8898,37,66,1,9,14,Corporate,Excellent,Offer 2,Other,89739.891,Good,Human resources officer,Perry Inc,Discover
MJ21363,Indore,3544.4,39,Yes,Extended,Graduate,06-10-2019,Employed,Female,223765,Rural,Single,238,37433,1272,0.954,-9.292,7097,0,77,0,9,3,Special,Good,Offer 4,Other,63196.747,Average,Medical physicist,Bryan-Dillon,VISA 16 digit
MQ64721,Mumbai,6717.43,40,Yes,Basic,Diploma,03-04-2019,Employed,Female,299472,Suburban,Widowed,247,6385,2130,0.343,0.425,4551,45,2,2,3,13,Privileged,Excellent,Offer 4,Online,55948.289,Not Given,Producer,Sanchez-Rubio,American Express
MY94349,Bengaluru,2046.95,32,Yes,Premium,PhD,23-10-2018,Unemployed,Female,49792,Urban,Widowed,104,21513,953,0.449,1.199,3917,27,67,0,3,8,Special,Good,Offer 1,Agent,42661.704,Satisfactory,Health physicist,Smith PLC,JCB 15 digit
NG78179,Kolkata,1016.6,37,No,Basic,PhD,19-10-2019,On leave,Female,44894,Urban,Divorced,186,38940,950,0.415,-0.201,1756,27,80,2,8,13,Special,Average,Offer 2,Online,87415.506,Satisfactory,Medical sales representative,Jensen-Clarke,American Express
NL84071,Kolkata,5033.29,47,No,Premium,PhD,12-02-2020,On leave,Female,490448,Urban,Single,188,11000,5789,0.622,7.299,9459,10,35,1,2,10,Special,Average,Offer 2,Branch,58963.988,Average,Editorial assistant,Shaw and Sons,Mastercard
NR62760,Mumbai,2494.08,30,Yes,Basic,Diploma,27-12-2019,Unemployed,Female,239199,Rural,Divorced,184,29355,7636,0.497,2.147,693,32,62,0,6,6,Special,Bad,Offer 4,Agent,94075.628,Satisfactory,Nature conservation officer,James-Taylor,JCB 16 digit
NV45405,Delhi,6818.42,41,No,Premium,Master,22-10-2018,On leave,Male,75944,Urban,Divorced,203,15274,3814,0.626,-7.669,5291,43,32,1,3,3,Privileged,Average,Offer 1,Other,23681.904,Excellent,Surveyor,Reynolds PLC,American Express
OL95095,Mumbai,9365.65,34,Yes,Premium,Diploma,27-06-2019,Employed,Female,85801,Rural,Divorced,249,41889,7057,0.222,-1.188,2011,32,54,0,7,8,Corporate,Average,Offer 3,Call Center,68509.227,Not Given,Editor,Dawson-Escobar,VISA 16 digit
SZ26727,Chennai,1557.19,50,Yes,Premium,Master,09-06-2020,Retired,Female,11001,Urban,Married,114,6448,9320,0.435,-1.737,8332,1,83,0,9,5,Privileged,Bad,Offer 2,Online,26840.108,Horrible,Herpetologist,Rodriguez and Cohen,Discover
TV18035,Mumbai,5061.77,35,Yes,Basic,PhD,24-03-2019,Unemployed,Male,277024,Suburban,Married,212,14126,4976,0.848,-2.078,3112,44,26,1,6,14,Special,Excellent,Offer 4,Call Center,98680.242,Not Given,Lecturer,Miller and Sons,VISA 16 digit
