Customer_ID,City,Customer Lifetime Value,Age,Response,Coverage,Education,Effective To Date,Employment_Status,Gender,Income,Location_Code,Marital Status,Monthly Premium Auto,Total Written Premium,Losses,Loss Ratio,Growth Rate,Commissions,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Number of previous policies,Policy_Type,Policy_Rating,Renew_Offer_Type,Sales_Channel,Total Claim Amount,Feedback,Job,Company,Credit Card Provider
AD16577,Chennai,6051.86,31,No,Premium,Grade XII,02-07-2018,Unemployed,Male,45065,Suburban,Widowed,123,32131,6747,0.913,-5.304,6706,5,13,2,5,16,Special,Excellent,Offer 1,Call Center,38419.747,Not Given,Water engineer,Carr-Lynch,JCB 16 digit
AZ83827,Indore,5066.03,27,Yes,Basic,Grade XII,04-08-2018,Retired,Female,341172,Rural,Single,218,13736,8986,0.861,-4.593,3850,22,52,2,2,7,Corporate,Excellent,Offer 4,Other,89268.062,Average,Sports coach,Smith-Ashley,JCB 16 digit
BE81112,Pune,3500.82,31,Yes,Basic,Grade XII,24-07-2019,Employed,Female,108032,Urban,Widowed,142,13058,7205,0.661,2.808,8245,7,52,1,2,17,Corporate,Good,Offer 3,Agent,94058.302,Horrible,Doctor,Rivers and Williams,VISA 16 digit
BP78913,Chennai,1446.94,43,No,Premium,PhD,04-12-2019,Retired,Male,296029,Urban,Married,214,43940,5882,0.712,-8.219,7238,10,60,0,0,17,Special,Good,Offer 3,Branch,24205.638,Horrible,Accountant,Morrison-Walker,VISA 16 digit
CC45371,Bengaluru,8829.01,28,Yes,Extended,Master,02-08-2020,On leave,Male,320016,Rural,Divorced,72,49983,4616,0.962,9.659,9915,9,55,2,5,18,Personal,Excellent,Offer 4,Branch,33328.201,Good,Exercise physiologist,Vazquez Group,JCB 16 digit
CC69714,Kolkata,1815.22,43,No,Extended,Graduate,01-07-2019,Employed,Female,477275,Urban,Married,130,6779,8908,0.129,-6.157,7065,36,7,0,2,15,Corporate,Excellent,Offer 3,Call Center,62997.136,Not Given,Broadcast journalist,Johnson and Sons,VISA 13 digit
CP83530,Hyderabad,8051.16,26,No,Basic,Diploma,07-10-2020,On leave,Female,115031,Urban,Divorced,172,20263,365,0.295,2.123,1259,2,23,1,6,4,Special,Good,Offer 2,Call Center,13003.387,Average,Press sub,Moody Group,JCB 16 digit
DI73450,Kolkata,6786.64,45,No,Premium,Master,11-08-2018,Employed,Female,384842,Rural,Widowed,32,10347,9007,0.498,3.563,5256,12,75,1,1,7,Special,Bad,Offer 1,Other,74061.494,Excellent,Economist,Moreno-Knight,Discover
DS22903,Delhi,3639.29,31,No,Premium,Grade X,18-10-2020,On leave,Female,233443,Rural,Single,50,6048,3855,0.025,-8.566,9378,7,11,1,8,17,Personal,Average,Offer 1,Call Center,52207.34,Good,Therapist,Donaldson and Harrison,JCB 15 digit
EP46695,Delhi,2629.79,41,No,Extended,Diploma,28-12-2018,Unemployed,Male,494780,Rural,Single,53,41688,2914,0.341,-0.637,8544,31,75,1,2,15,Corporate,Bad,Offer 4,Agent,86489.309,Satisfactory,Field seismologist,Crane-Santiago,Discover
