Customer_ID,City,Customer Lifetime Value,Age,Response,Coverage,Education,Effective To Date,Employment_Status,Gender,Income,Location_Code,Marital Status,Monthly Premium Auto,Total Written Premium,Losses,Loss Ratio,Growth Rate,Commissions,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Number of previous policies,Policy_Type,Policy_Rating,Renew_Offer_Type,Sales_Channel,Total Claim Amount,Feedback,Job,Company,Credit Card Provider
AJ11989,Pune,3684.4,36,Yes,Extended,Diploma,05-09-2020,On leave,Female,184830,Rural,Widowed,111,35517,3259,0.839,-2.466,3212,37,90,2,6,10,Personal,Average,Offer 2,Online,18558.373,Excellent,Scientist,Harris and Mccann,VISA 16 digit
CP59802,Mumbai,3194.08,32,Yes,Premium,PhD,22-07-2019,Employed,Male,326790,Urban,Single,47,25404,6943,0.307,1.783,17,31,11,0,3,10,Personal,Good,Offer 4,Agent,32793.471,Satisfactory,Engineer,Smith and Francis,Diners Club / Carte Blanche
CS97643,Chennai,1967.05,33,No,Basic,Graduate,17-12-2018,Retired,Female,334598,Suburban,Divorced,223,25183,3852,0.528,7.923,2094,15,21,0,7,8,Special,Good,Offer 3,Online,54014.505,Not Given,Psychiatric nurse,Perkins PLC,American Express
DT80818,Chennai,8282.93,49,Yes,Premium,PhD,28-10-2018,On leave,Female,336778,Rural,Widowed,44,16965,4532,0.778,-7.921,5748,48,50,2,4,12,Privileged,Excellent,Offer 4,Branch,90659.579,Excellent,Press photographer,Chambers and Patterson,JCB 16 digit
EP56114,Hyderabad,8202.04,28,Yes,Premium,Grade X,22-01-2019,Unemployed,Female,412898,Urban,Single,139,21764,2396,0.913,-2.039,5712,20,93,0,9,17,Special,Good,Offer 2,Online,31223.162,Bad,Geneticist,Cooper Inc,Discover
EU37634,Pune,5006.65,39,No,Premium,PhD,12-03-2020,Unemployed,Male,453054,Suburban,Single,55,6329,5024,0.722,-1.579,7525,7,25,2,0,8,Corporate,Bad,Offer 2,Online,78670.361,Good,Special educational needs teacher,Jones and Moore,VISA 16 digit
FM62523,Bhopal,6295.82,27,Yes,Premium,Grade XII,12-01-2019,Retired,Female,112570,Rural,Widowed,73,11909,3151,0.897,3.056,1530,20,83,0,7,10,Special,Bad,Offer 1,Online,14914.258,Satisfactory,Operational investment banker,Martin-Thompson,VISA 16 digit
FV70634,Delhi,2177.24,43,No,Basic,Diploma,11-09-2018,Retired,Male,392759,Suburban,Single,204,45047,7216,0.095,5.623,5531,34,37,0,0,16,Personal,Excellent,Offer 2,Online,71478.099,Horrible,Field trials officer,Banks Group,VISA 16 digit
GJ85611,Hyderabad,6716.34,36,No,Premium,Grade X,23-07-2018,Unemployed,Female,471487,Suburban,Married,236,18541,3758,0.458,-5.615,7465,3,37,1,9,10,Special,Excellent,Offer 3,Online,30419.916,Horrible,Conference centre manager,Mason-Flowers,JCB 16 digit
HF79027,Bhopal,1518.32,47,Yes,Extended,Master,26-06-2019,Retired,Female,436922,Rural,Single,237,40884,1320,0.36,4.861,6533,27,6,1,8,18,Corporate,Excellent,Offer 2,Online,68197.055,Bad,Armed forces logistics/support/administrative officer,Strickland and Lewis,JCB 16 digit
HQ94064,Chennai,4341.21,50,No,Extended,PhD,15-10-2018,Employed,Female,181367,Rural,Widowed,25,12508,1540,0.819,7.313,3226,4,73,0,2,13,Corporate,Excellent,Offer 4,Agent,83148.275,Good,Production engineer,Villanueva Inc,Discover
JN91522,Mumbai,7484.28,27,Yes,Extended,Grade XII,14-08-2018,Employed,Male,101534,Rural,Widowed,85,21642,1410,0.843,5.901,5817,4,11,1,0,7,Privileged,Average,Offer 1,Other,74917.269,Satisfactory,Adult guidance worker,Smith-Mcmillan,VISA 16 digit
JP81361,Kolkata,5186.0,46,Yes,Basic,Grade XII,01-09-2018,Unemployed,Female,464232,Rural,Divorced,239,35589,2053,0.746,1.192,9625,31,92,0,1,8,Privileged,Excellent,Offer 4,Call Center,45011.771,Excellent,Financial risk analyst,Quinn-Hall,JCB 16 digit
KW94995,Indore,4174.23,41,Yes,Premium,Graduate,01-12-2018,Retired,Male,153504,Urban,Divorced,162,34335,5947,0.933,8.672,8075,27,52,1,3,4,Privileged,Average,Offer 4,Other,73760.832,Good,Merchandiser,Holmes and Alvarez,JCB 16 digit
LY34579,Hyderabad,3707.22,29,No,Extended,Master,28-06-2020,Employed,Female,241331,Urban,Widowed,25,44339,9665,0.379,-9.689,9388,2,26,1,7,16,Special,Bad,Offer 3,Other,29932.266,Horrible,Ship broker,Mills Inc,JCB 16 digit
MQ60530,Chennai,3689.39,42,Yes,Basic,PhD,11-07-2018,On leave,Male,320719,Urban,Widowed,245,6341,5755,0.952,8.041,3851,14,37,1,1,18,Personal,Good,Offer 1,Branch,69167.852,Good,Scientist,Martin Group,American Express
NC91704,Indore,6288.34,47,No,Extended,PhD,24-09-2018,On leave,Male,22619,Urban,Married,45,26759,8599,0.782,-5.268,412,15,80,2,7,16,Special,Bad,Offer 4,Online,42407.72,Excellent,Toxicologist,Murphy and Stanley,Mastercard
PQ14326,Kolkata,6000.39,48,Yes,Extended,Master,08-12-2018,Retired,Female,61865,Urban,Married,138,33176,2080,0.53,-2.204,4256,21,20,1,3,5,Special,Average,Offer 3,Other,44930.035,Excellent,Producer,Doyle and Taylor,JCB 15 digit
QO52873,Kolkata,9602.16,25,Yes,Basic,Master,14-03-2020,Employed,Male,314280,Urban,Married,192,9677,6189,0.181,0.767,3726,46,52,0,1,8,Special,Good,Offer 3,Branch,92651.777,Excellent,Marine scientist,Goodman and Morris,Diners Club / Carte Blanche
QX21069,Hyderabad,1227.23,37,No,Basic,Grade X,09-11-2020,Employed,Female,421412,Rural,Married,101,24529,8135,0.5,-7.544,740,7,85,1,7,3,Corporate,Average,Offer 2,Other,46368.908,Bad,Surveyor,Martinez PLC,VISA 16 digit
SD79794,Bengaluru,7320.04,39,No,Basic,Grade X,31-08-2019,On leave,Male,162120,Rural,Married,89,23928,5214,0.857,-3.549,9730,46,78,0,3,8,Special,Average,Offer 1,Call Center,10023.563,Not Given,Futures trader,Webster and Martinez,VISA 19 digit
TE22249,Kolkata,1991.11,48,Yes,Premium,Diploma,24-07-2019,Unemployed,Male,158807,Suburban,Divorced,159,5061,914,0.615,8.818,232,17,7,2,9,11,Corporate,Good,Offer 1,Branch,18700.573,Average,Education administrator,Hensley and Hansen,VISA 16 digit
