Customer_ID,City,Customer Lifetime Value,Age,Response,Coverage,Education,Effective To Date,Employment_Status,Gender,Income,Location_Code,Marital Status,Monthly Premium Auto,Total Written Premium,Losses,Loss Ratio,Growth Rate,Commissions,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Number of previous policies,Policy_Type,Policy_Rating,Renew_Offer_Type,Sales_Channel,Total Claim Amount,Feedback,Job,Company,Credit Card Provider
BV34355,Pune,6536.87,32,Yes,Basic,Grade X,20-12-2018,Retired,Male,202054,Rural,Widowed,79,8065,7343,0.498,5.832,82,40,9,0,5,10,Privileged,Excellent,Offer 1,Branch,94692.567,Average,Administrator,Hicks Group,JCB 16 digit
EJ99053,Kolkata,3565.85,30,No,Basic,PhD,30-09-2019,Retired,Male,397888,Rural,Widowed,181,38087,4010,0.638,-8.606,2204,32,93,1,9,10,Corporate,Excellent,Offer 1,Call Center,84660.492,Not Given,Social researcher,Rogers and Woods,American Express
FB47609,Bhopal,4696.21,27,Yes,Basic,Diploma,10-04-2020,On leave,Male,424112,Urban,Widowed,206,37854,2983,0.112,-3.645,937,9,6,1,8,7,Personal,Good,Offer 4,Call Center,69566.439,Average,Ship broker,Miller and Hill,Discover
FV61914,Indore,8952.15,28,No,Premium,Master,11-03-2019,Unemployed,Female,452619,Rural,Single,73,10955,5209,0.654,-3.505,2283,12,91,0,0,6,Privileged,Bad,Offer 3,Online,87809.387,Not Given,Information officer,Dunn-Sherman,VISA 16 digit
HC49785,Indore,6296.15,44,No,Basic,PhD,17-02-2020,On leave,Female,130606,Rural,Widowed,174,19883,7555,0.629,-8.359,643,27,42,1,4,15,Corporate,Bad,Offer 1,Call Center,73015.267,Excellent,Further education lecturer,Smith-Reid,JCB 15 digit
IP63879,Pune,5788.97,47,Yes,Extended,Graduate,17-11-2019,Unemployed,Male,80297,Suburban,Divorced,148,26448,6196,0.198,-0.856,9816,45,6,2,3,9,Personal,Excellent,Offer 4,Agent,53540.526,Bad,Dentist,Clark and Garcia,JCB 16 digit
IR46306,Indore,1979.92,38,Yes,Premium,Grade XII,03-12-2018,Employed,Female,116685,Urban,Widowed,202,15653,485,0.284,2.281,8670,21,72,0,2,4,Corporate,Bad,Offer 3,Call Center,57916.044,Average,Dietitian,Gutierrez PLC,American Express
JG63673,Pune,4463.43,28,No,Basic,Grade X,08-08-2019,Employed,Male,25368,Rural,Married,39,37926,1810,0.729,-4.074,9789,22,34,1,0,6,Personal,Good,Offer 2,Online,30092.929,Bad,Youth worker,Brown-Moore,VISA 13 digit
KI14159,Hyderabad,1638.42,29,No,Extended,PhD,30-11-2020,Retired,Female,395885,Suburban,Single,221,39985,1203,0.879,-6.347,8089,16,27,0,7,5,Personal,Good,Offer 2,Other,90942.44,Good,Development worker,Baker and Huber,JCB 16 digit
KX94859,Mumbai,8768.19,31,Yes,Premium,Graduate,08-08-2018,Employed,Female,409676,Suburban,Single,88,36431,2630,0.972,-0.34,9192,35,56,2,7,4,Special,Good,Offer 2,Other,50862.818,Satisfactory,IT trainer,Wilson-Mccarthy,JCB 16 digit
LX14276,Kolkata,2243.78,36,No,Extended,Diploma,20-06-2019,Retired,Female,482604,Rural,Divorced,35,38349,6770,0.644,2.774,2860,46,89,0,5,4,Personal,Average,Offer 2,Agent,61255.913,Average,IT consultant,Conley-Johnson,JCB 15 digit
NB61878,Hyderabad,9510.27,48,No,Premium,Master,07-07-2020,On leave,Female,104094,Urban,Widowed,41,25171,2034,0.795,-4.79,4999,35,3,1,7,18,Personal,Good,Offer 3,Agent,10292.321,Horrible,Industrial/product designer,Hawkins and Sons,American Express
SX44454,Delhi,4634.06,42,No,Extended,Grade XII,07-07-2020,Retired,Female,328132,Suburban,Married,40,8607,1596,0.281,-4.976,5890,4,65,2,7,10,Special,Average,Offer 1,Other,22673.514,Excellent,Therapeutic radiographer,Morris Ltd,Mastercard
UK25749,Mumbai,8660.12,40,Yes,Basic,Grade X,22-07-2018,On leave,Male,168972,Suburban,Divorced,27,20385,3281,0.434,-3.643,2925,43,95,0,6,9,Special,Average,Offer 1,Other,94143.153,Excellent,Careers adviser,Hoffman-Murphy,VISA 19 digit
UV25781,Pune,3585.64,30,Yes,Extended,Grade XII,29-06-2018,On leave,Male,65810,Urban,Divorced,145,47689,5138,0.49,4.276,7795,10,47,0,9,15,Personal,Excellent,Offer 4,Agent,78556.197,Good,Engineer,Tyler-Figueroa,VISA 16 digit
UZ95140,Delhi,8950.89,47,Yes,Basic,Grade X,11-08-2018,Employed,Female,344133,Suburban,Divorced,174,5410,5797,0.09,-2.633,6561,25,23,1,0,7,Special,Bad,Offer 3,Other,46256.736,Bad,Health service manager,Ford Ltd,Mastercard
VL24103,Bhopal,6778.69,35,Yes,Premium,Diploma,10-06-2018,Unemployed,Female,228580,Rural,Married,247,48445,5176,0.462,-5.151,738,40,30,1,3,15,Special,Bad,Offer 3,Call Center,55220.551,Excellent,Production designer,Anderson-Erickson,Maestro
WG61038,Bengaluru,1478.51,49,Yes,Premium,Grade XII,03-05-2020,Employed,Male,252335,Rural,Divorced,60,27118,9820,0.425,-4.64,2326,14,74,0,6,3,Corporate,Bad,Offer 3,Other,80180.513,Average,Garment/textile technologist,Love Group,American Express
XR55486,Mumbai,9689.36,25,No,Premium,Grade X,06-03-2020,Unemployed,Male,132611,Rural,Married,34,39501,84,0.073,5.939,7914,14,16,2,7,18,Corporate,Average,Offer 3,Online,43568.634,Average,Geochemist,Lee and Ramos,VISA 13 digit
XR67044,Indore,7926.45,31,Yes,Premium,Grade X,23-06-2020,On leave,Male,365529,Rural,Divorced,54,39528,8395,0.489,8.141,7533,42,34,0,4,12,Special,Good,Offer 3,Branch,76016.985,Excellent,Glass blower/designer,Mckinney and Winters,VISA 19 digit
YG78951,Bengaluru,1637.59,40,No,Basic,Graduate,02-12-2020,Unemployed,Female,80561,Urban,Divorced,71,37558,411,0.288,-2.639,8894,22,17,0,1,15,Corporate,Bad,Offer 2,Agent,33690.706,Bad,Plant breeder/geneticist,Smith-Mills,VISA 16 digit
YS68286,Kolkata,4376.55,47,Yes,Extended,Grade XII,14-04-2019,On leave,Female,186759,Urban,Married,197,48932,6458,0.971,3.295,1084,25,31,0,1,7,Special,Average,Offer 4,Call Center,50134.537,Excellent,Museum/gallery conservator,Serrano Group,Mastercard
ZT90458,Hyderabad,6336.18,37,No,Premium,Diploma,27-08-2020,Unemployed,Female,106943,Suburban,Divorced,78,49339,526,0.395,-6.197,3921,36,82,1,8,13,Privileged,Bad,Offer 3,Other,99793.776,Not Given,Trading standards officer,Boyd LLC,JCB 16 digit
ZZ75926,Kolkata,8319.87,27,Yes,Extended,PhD,26-08-2019,On leave,Female,72071,Rural,Married,213,22015,5986,0.942,-0.222,3082,37,37,2,3,7,Corporate,Bad,Offer 2,Call Center,78953.208,Excellent,Surveyor,Hughes and Sons,JCB 16 digit
