Customer_ID,City,Customer Lifetime Value,Age,Response,Coverage,Education,Effective To Date,Employment_Status,Gender,Income,Location_Code,Marital Status,Monthly Premium Auto,Total Written Premium,Losses,Loss Ratio,Growth Rate,Commissions,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Number of previous policies,Policy_Type,Policy_Rating,Renew_Offer_Type,Sales_Channel,Total Claim Amount,Feedback,Job,Company,Credit Card Provider
AC42083,Indore,8289.21,34,No,Basic,PhD,02-09-2018,Employed,Male,429944,Rural,Widowed,246,17640,5559,0.514,3.477,3498,8,56,0,5,12,Privileged,Bad,Offer 4,Other,63150.182,Excellent,Patent attorney,Zimmerman and Carney,Diners Club / Carte Blanche
BR50261,Bhopal,9820.41,42,No,Premium,Graduate,10-11-2020,On leave,Female,474467,Urban,Married,59,40368,3492,0.592,7.099,4991,37,51,1,2,12,Special,Bad,Offer 1,Branch,12505.157,Satisfactory,Development worker,Pace Inc,JCB 16 digit
CL63797,Bengaluru,6117.83,33,Yes,Premium,Grade X,09-12-2020,On leave,Male,303492,Rural,Divorced,158,8631,1502,0.25,9.05,5601,19,13,2,0,6,Corporate,Excellent,Offer 1,Other,70253.606,Satisfactory,Data scientist,Harris and Lane,VISA 13 digit
EM81772,Delhi,3779.18,35,Yes,Basic,Graduate,03-09-2020,Unemployed,Female,318100,Urban,Widowed,198,41599,35,0.472,-0.499,6962,31,54,0,6,14,Corporate,Excellent,Offer 4,Branch,14519.209,Satisfactory,Passenger transport manager,Bailey-White,Maestro
EV77323,Mumbai,9371.76,42,No,Extended,Grade X,29-12-2019,Unemployed,Female,412270,Urban,Divorced,204,25614,7349,0.6,-7.458,5622,47,34,2,2,17,Personal,Good,Offer 2,Call Center,27310.946,Average,Education officer,Long and Green,Mastercard
FK26270,Kolkata,4778.05,43,Yes,Premium,Graduate,06-05-2019,On leave,Female,490580,Rural,Married,234,23967,2138,0.596,8.899,8467,27,30,2,7,4,Personal,Average,Offer 1,Other,77861.482,Satisfactory,Therapist,George PLC,VISA 19 digit
FP17646,Mumbai,1540.92,40,Yes,Premium,Grade XII,16-09-2019,Unemployed,Female,54961,Urban,Single,66,11616,5191,0.177,5.563,4483,11,8,1,1,9,Personal,Excellent,Offer 2,Online,62136.459,Good,Scientist,Wilson-Gonzales,Maestro
HH38055,Kolkata,5929.75,43,No,Premium,Graduate,09-09-2020,On leave,Male,298840,Suburban,Single,247,33544,2294,0.537,0.34,4359,4,42,2,3,14,Privileged,Bad,Offer 3,Call Center,62496.38,Average,Engineer,Jones-Miller,Diners Club / Carte Blanche
IE41205,Bhopal,8392.26,37,Yes,Premium,Graduate,10-07-2020,Employed,Female,130015,Rural,Divorced,121,25154,8683,0.456,-5.386,9573,5,3,0,4,9,Personal,Bad,Offer 4,Call Center,95934.608,Bad,Scientist,Torres-Foster,VISA 13 digit
IE71012,Bhopal,9543.22,48,No,Premium,PhD,12-11-2020,Retired,Female,465868,Rural,Widowed,220,18275,215,0.257,4.14,7064,26,24,2,2,5,Corporate,Good,Offer 2,Other,81567.395,Excellent,Lighting technician,Conley-Moses,JCB 16 digit
IN73357,Bengaluru,6068.16,50,Yes,Premium,Grade XII,11-10-2018,Employed,Male,397400,Suburban,Single,70,17715,8281,0.963,8.807,224,35,37,1,5,15,Special,Good,Offer 2,Branch,30150.989,Not Given,Chief Marketing Officer,Logan-Edwards,VISA 13 digit
JM24920,Kolkata,1960.3,25,No,Extended,Graduate,28-05-2020,Employed,Female,100552,Urban,Widowed,237,10867,4695,0.916,-5.075,462,48,95,1,3,7,Special,Bad,Offer 3,Other,80627.417,Good,Engineer,Robinson and Smith,JCB 16 digit
JN41044,Bhopal,7191.06,32,No,Basic,Grade XII,21-12-2020,Unemployed,Male,444802,Urban,Widowed,60,7543,9545,0.243,-7.861,2310,4,23,0,6,15,Corporate,Good,Offer 2,Agent,14765.074,Excellent,Financial planner,Smith and Johnson,VISA 16 digit
KS43011,Bengaluru,4944.37,35,No,Extended,Graduate,27-12-2020,Unemployed,Male,261242,Rural,Widowed,208,17763,8113,0.786,-1.686,3733,17,95,1,9,15,Special,Good,Offer 2,Online,85202.004,Good,Garment/textile technologist,Cook and Wheeler,Maestro
KY16712,Mumbai,6643.33,46,Yes,Basic,Grade X,30-10-2019,Retired,Female,253672,Rural,Married,130,33248,2644,0.509,-3.764,2257,2,3,1,7,13,Privileged,Excellent,Offer 2,Agent,55152.203,Not Given,Designer,Montgomery Group,JCB 16 digit
LR42903,Bhopal,8824.67,40,No,Premium,Grade XII,08-09-2018,Retired,Male,344356,Rural,Married,26,20271,3880,0.623,7.028,5160,38,64,0,5,15,Special,Bad,Offer 2,Other,29545.559,Average,Retail buyer,Miller and Becker,Diners Club / Carte Blanche
MK77952,Delhi,1624.75,37,Yes,Basic,Diploma,16-02-2020,Retired,Female,113185,Rural,Single,214,34897,9574,0.337,-7.611,6170,27,54,1,3,5,Personal,Average,Offer 4,Agent,72450.641,Not Given,Actuary,Mckenzie and Ross,VISA 16 digit
NF27783,Chennai,8006.69,36,Yes,Extended,Grade X,17-10-2019,Employed,Female,448968,Suburban,Widowed,155,13683,8314,0.239,-3.507,6366,1,16,2,7,9,Privileged,Average,Offer 4,Online,77311.506,Average,IT sales professional,Wilkerson and Mercado,VISA 13 digit
NU79916,Bhopal,9535.79,31,Yes,Basic,Grade X,26-04-2019,Employed,Female,47802,Suburban,Widowed,175,28508,3899,0.426,4.418,9672,21,50,2,7,11,Special,Average,Offer 3,Other,66492.667,Not Given,Producer,Cooper and Silva,JCB 15 digit
OY32024,Bhopal,1459.4,41,Yes,Basic,Diploma,24-04-2019,On leave,Female,162100,Urban,Married,29,18683,4753,0.061,1.132,5327,3,87,0,6,14,Personal,Average,Offer 1,Call Center,52770.576,Good,Phytotherapist,Nguyen and Good,JCB 16 digit
RP53444,Delhi,8288.84,25,No,Extended,Diploma,19-07-2018,On leave,Female,99757,Urban,Married,141,20029,7437,0.07,-2.826,6044,35,8,1,0,12,Privileged,Excellent,Offer 1,Agent,32114.76,Not Given,Health service manager,Smith-Harris,VISA 16 digit
SX68129,Kolkata,3947.22,45,Yes,Extended,Diploma,02-01-2019,Employed,Male,376281,Rural,Single,81,27999,1995,0.958,6.486,8077,45,25,2,9,17,Privileged,Average,Offer 2,Agent,43244.073,Average,Systems analyst,Ho and Smith,Discover
UY97542,Hyderabad,3874.74,43,No,Extended,Graduate,18-09-2018,On leave,Female,294051,Suburban,Divorced,98,21741,9510,0.769,-2.701,5720,11,15,0,7,13,Special,Good,Offer 4,Agent,42825.983,Bad,Photographer,Farmer and Walters,Mastercard
VD45033,Indore,7672.67,41,Yes,Premium,Graduate,07-01-2019,Employed,Male,432738,Urban,Divorced,31,42293,6004,0.535,2.46,3125,39,53,0,9,18,Corporate,Average,Offer 2,Branch,35964.028,Horrible,Intelligence analyst,Copeland-Johnson,Diners Club / Carte Blanche
