Customer_ID,City,Customer Lifetime Value,Age,Response,Coverage,Education,Effective To Date,Employment_Status,Gender,Income,Location_Code,Marital Status,Monthly Premium Auto,Total Written Premium,Losses,Loss Ratio,Growth Rate,Commissions,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Number of previous policies,Policy_Type,Policy_Rating,Renew_Offer_Type,Sales_Channel,Total Claim Amount,Feedback,Job,Company,Credit Card Provider
AA85129,Bengaluru,4704.13,29,Yes,Basic,Graduate,27-02-2019,Unemployed,Male,320082,Urban,Widowed,94,20508,2671,0.26,-4.181,4749,47,47,0,7,13,Personal,Average,Offer 1,Online,25555.074,Good,Analytical chemist,Gibson PLC,VISA 16 digit
AC18155,Chennai,7943.01,30,No,Premium,Grade XII,05-08-2019,On leave,Female,366672,Rural,Single,131,15414,6207,0.44,-3.651,1850,16,10,1,9,7,Personal,Excellent,Offer 2,Other,83621.207,Good,Chief Marketing Officer,Sullivan and Jones,Mastercard
CK10120,Kolkata,4924.17,37,Yes,Extended,Graduate,05-11-2019,On leave,Male,396564,Rural,Single,152,8398,7565,0.055,-1.289,4645,23,26,2,2,14,Special,Average,Offer 1,Online,36758.269,Excellent,Arts development officer,York and Williams,VISA 16 digit
CY16881,Kolkata,5023.77,39,Yes,Premium,Grade XII,05-09-2018,On leave,Female,151215,Suburban,Single,85,13983,9216,0.409,8.173,5770,7,44,1,1,12,Corporate,Average,Offer 1,Branch,19175.355,Bad,Surveyor,Smith-Serrano,JCB 16 digit
DT52235,Chennai,1789.32,32,Yes,Extended,Grade XII,16-06-2020,Retired,Female,281398,Rural,Widowed,79,21344,9352,0.917,-0.503,5866,5,84,0,9,6,Corporate,Excellent,Offer 3,Other,60290.422,Excellent,Journalist,Williams-Deleon,VISA 16 digit
FB68691,Chennai,4142.01,40,No,Basic,Master,05-11-2020,Unemployed,Female,114353,Urban,Divorced,151,7899,5474,0.373,-5.153,4452,16,76,1,7,17,Privileged,Good,Offer 3,Call Center,39834.404,Excellent,Chartered management accountant,Scott-Parker,Maestro
FY43069,Hyderabad,4816.02,25,Yes,Basic,Grade X,22-02-2020,Employed,Male,276070,Urban,Divorced,42,9788,8002,0.572,0.077,7511,5,23,2,9,17,Personal,Average,Offer 1,Online,11673.388,Horrible,Community arts worker,Crawford PLC,JCB 16 digit
GT99651,Bengaluru,9523.27,32,Yes,Premium,Grade XII,02-12-2018,Unemployed,Male,48298,Suburban,Single,82,41139,6925,0.671,0.002,2231,3,68,1,3,8,Corporate,Excellent,Offer 2,Online,41071.133,Average,Charity fundraiser,Thomas-Merritt,VISA 16 digit
GZ39681,Bengaluru,7062.1,30,Yes,Basic,Grade X,13-12-2020,Employed,Male,261098,Rural,Single,189,33691,3723,0.655,1.871,7584,12,13,0,9,18,Corporate,Excellent,Offer 2,Online,20156.838,Average,Gaffer,May and Ewing,Maestro
HA83208,Mumbai,3168.68,34,Yes,Basic,Graduate,06-12-2018,Unemployed,Male,208382,Rural,Single,104,7439,9776,0.741,-5.353,9295,17,77,2,0,7,Privileged,Bad,Offer 4,Branch,86574.093,Horrible,Technical sales engineer,Wilson and Davis,Discover
HO83530,Indore,3431.08,34,No,Premium,Graduate,26-10-2018,On leave,Male,420726,Rural,Single,213,23778,4025,0.535,3.382,9571,40,49,0,9,6,Special,Bad,Offer 3,Other,22803.577,Not Given,Multimedia specialist,Gray and Black,Diners Club / Carte Blanche
ID62705,Bhopal,2587.57,31,No,Extended,Diploma,28-06-2019,Unemployed,Male,248497,Rural,Widowed,165,17405,1512,0.232,-7.554,6098,0,63,2,3,9,Personal,Bad,Offer 2,Online,28359.271,Satisfactory,Administrator,Roberts and Jones,VISA 13 digit
IG28502,Pune,8541.87,32,Yes,Extended,Grade X,04-07-2018,Employed,Female,354159,Rural,Divorced,138,15032,3385,0.475,0.373,7073,35,32,1,5,14,Personal,Good,Offer 3,Call Center,58296.32,Good,Museum/gallery conservator,Gonzalez and Sons,Diners Club / Carte Blanche
IG57342,Indore,4279.19,26,No,Extended,Master,06-06-2018,Unemployed,Female,362194,Rural,Single,153,46791,2481,0.715,-6.402,9093,9,23,0,0,18,Personal,Average,Offer 3,Branch,10139.618,Horrible,Systems developer,Bailey and Wright,Maestro
IP25066,Pune,6339.18,26,Yes,Extended,Graduate,20-09-2020,On leave,Male,354495,Suburban,Single,205,41806,9832,0.681,-7.542,6506,46,13,2,5,6,Special,Excellent,Offer 2,Online,64293.477,Average,Copy,Barnes-Flynn,Mastercard
MP13974,Mumbai,3815.57,30,Yes,Basic,Grade X,17-04-2020,Unemployed,Female,237734,Suburban,Single,139,30572,9594,0.302,9.908,8977,5,30,1,6,18,Privileged,Bad,Offer 3,Online,39626.103,Average,Television floor manager,Ray and Raymond,VISA 16 digit
NE98325,Hyderabad,1877.36,32,No,Basic,PhD,12-12-2018,Unemployed,Male,345333,Suburban,Married,201,7441,9803,0.359,7.798,5848,17,17,2,7,12,Special,Bad,Offer 3,Agent,67118.911,Horrible,Tourist information centre manager,Williams and Benjamin,JCB 16 digit
OF87907,Bhopal,3578.4,28,Yes,Basic,Diploma,22-08-2018,On leave,Male,13694,Suburban,Married,82,42251,4801,0.077,3.495,3314,46,7,0,5,8,Personal,Excellent,Offer 2,Other,27240.004,Excellent,Automotive engineer,Sherman and Estrada,VISA 16 digit
OR83971,Pune,1652.85,50,No,Premium,Graduate,29-08-2018,Unemployed,Male,249679,Urban,Married,86,7996,1572,0.6,-8.228,1392,46,27,1,0,18,Corporate,Bad,Offer 4,Branch,75506.988,Not Given,Network engineer,Dudley and Miller,Maestro
QO31204,Pune,5020.0,39,Yes,Premium,Grade X,26-02-2020,Retired,Female,197816,Rural,Widowed,32,43060,5115,0.957,7.35,7436,16,60,2,8,5,Personal,Average,Offer 3,Online,82584.728,Satisfactory,Chartered legal executive (England and Wales),Chung Group,VISA 16 digit
RP80275,Kolkata,2950.33,40,No,Basic,Graduate,12-02-2020,Retired,Male,367980,Suburban,Divorced,42,30717,8082,0.486,1.683,6352,35,44,1,1,5,Corporate,Good,Offer 2,Branch,40159.955,Excellent,Chemical engineer,House PLC,VISA 19 digit
SI34274,Indore,8936.02,33,Yes,Extended,Grade X,24-11-2019,On leave,Male,236472,Suburban,Single,62,31002,1450,0.821,-9.165,4436,30,52,0,8,8,Personal,Excellent,Offer 3,Agent,36594.203,Good,Hydrologist,Rivera Ltd,VISA 13 digit
SO42092,Indore,5985.63,44,Yes,Premium,Diploma,09-09-2020,Retired,Male,65210,Urban,Married,220,13785,1107,0.479,6.767,7915,40,90,0,9,15,Corporate,Good,Offer 4,Other,92929.861,Good,Social worker,Richard LLC,JCB 16 digit
WD16813,Mumbai,9295.37,28,Yes,Premium,Master,14-07-2019,On leave,Male,367144,Rural,Widowed,64,27404,3503,0.317,3.973,7088,25,62,1,4,4,Personal,Average,Offer 2,Call Center,13417.343,Satisfactory,Therapist,Irwin and Perez,Mastercard
WP38636,Mumbai,6722.02,42,No,Premium,Master,08-08-2019,Retired,Female,383194,Suburban,Divorced,96,25674,8714,0.413,-6.228,7625,36,70,2,5,4,Corporate,Bad,Offer 1,Online,74027.797,Good,Air traffic controller,Edwards-Richardson,American Express
YJ20029,Indore,7926.58,48,Yes,Extended,PhD,06-12-2020,On leave,Female,193137,Rural,Married,219,21354,8125,0.572,-6.815,3688,21,11,1,9,4,Personal,Bad,Offer 2,Branch,53531.517,Not Given,Accounting technician,Johnson-Perez,Discover
YJ59813,Indore,7410.46,25,No,Extended,Diploma,05-03-2020,On leave,Male,466657,Urban,Divorced,206,12659,9549,0.751,3.522,1263,39,62,2,4,11,Corporate,Excellent,Offer 3,Call Center,90891.993,Not Given,Operations geologist,Waters and Sons,Mastercard
ZB31152,Chennai,8554.76,35,Yes,Premium,Diploma,29-02-2020,Retired,Female,119015,Urban,Married,132,13613,6885,0.248,9.328,5563,24,74,2,5,16,Personal,Average,Offer 1,Agent,63446.529,Bad,IT sales professional,Lee-Cox,JCB 15 digit
ZR28802,Bengaluru,7858.07,40,Yes,Premium,Grade XII,17-08-2018,Unemployed,Female,211686,Suburban,Single,94,30675,4675,0.216,-3.462,9964,48,23,0,8,7,Special,Good,Offer 2,Branch,92690.445,Average,Accountant,Gonzalez-Lozano,Diners Club / Carte Blanche
