Customer_ID,City,Customer Lifetime Value,Age,Response,Coverage,Education,Effective To Date,Employment_Status,Gender,Income,Location_Code,Marital Status,Monthly Premium Auto,Total Written Premium,Losses,Loss Ratio,Growth Rate,Commissions,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Number of previous policies,Policy_Type,Policy_Rating,Renew_Offer_Type,Sales_Channel,Total Claim Amount,Feedback,Job,Company,Credit Card Provider
DX39603,Kolkata,6102.25,45,No,Premium,Grade XII,29-11-2020,On leave,Male,60421,Urban,Divorced,87,38748,4304,0.541,5.255,622,44,29,0,3,11,Special,Good,Offer 3,Agent,45778.971,Horrible,Toxicologist,Pearson-Hamilton,JCB 15 digit
EX14855,Indore,6417.33,32,No,Premium,PhD,28-11-2019,On leave,Male,82400,Suburban,Single,92,31857,7991,0.852,9.636,3224,39,69,0,0,5,Corporate,Average,Offer 3,Other,49704.98,Average,Amenity horticulturist,Foley PLC,VISA 16 digit
GL32299,Bengaluru,6909.68,28,No,Basic,PhD,16-09-2018,Retired,Male,487267,Urban,Married,27,15622,1864,0.94,-5.909,4225,30,42,0,0,9,Personal,Good,Offer 4,Online,24262.785,Bad,Psychologist,Edwards Ltd,VISA 13 digit
HC93852,Pune,1175.32,37,No,Basic,Grade X,27-05-2019,On leave,Male,300484,Suburban,Widowed,40,13102,1044,0.074,-0.266,1296,23,62,1,8,7,Special,Average,Offer 4,Agent,67890.612,Satisfactory,Sales professional,Reynolds Inc,JCB 15 digit
JB70431,Indore,9615.06,42,No,Basic,PhD,03-12-2020,Unemployed,Male,129323,Rural,Single,25,39609,2163,0.798,-8.475,2464,22,13,2,4,9,Personal,Average,Offer 4,Other,13939.255,Horrible,Lawyer,Taylor LLC,VISA 13 digit
NB32509,Delhi,5181.27,45,Yes,Extended,Grade X,15-08-2018,Retired,Male,220430,Rural,Single,223,32193,9539,0.936,-1.536,1036,45,50,0,0,7,Special,Average,Offer 3,Branch,67712.09,Average,Curator,Garrett PLC,American Express
NU26167,Chennai,4640.42,27,No,Basic,Grade X,20-10-2019,Unemployed,Male,341635,Urban,Widowed,59,46127,6512,0.029,5.15,6194,6,76,2,6,6,Corporate,Average,Offer 2,Call Center,26573.577,Excellent,Psychiatric nurse,Torres Ltd,Maestro
OS68883,Chennai,7286.71,35,Yes,Premium,Graduate,06-10-2018,On leave,Male,55259,Suburban,Widowed,135,10798,5241,0.887,-5.539,6506,2,5,1,7,8,Corporate,Excellent,Offer 1,Other,65213.153,Excellent,Dentist,Lewis and Fischer,VISA 16 digit
QD17702,Pune,6504.37,50,No,Basic,Graduate,16-06-2018,Retired,Male,421396,Suburban,Widowed,43,45812,4714,0.048,-7.414,7777,44,6,1,9,8,Privileged,Excellent,Offer 4,Branch,31513.592,Satisfactory,Sports development officer,Johnson-Alexander,Diners Club / Carte Blanche
QN34862,Indore,9193.52,28,Yes,Premium,Master,16-11-2018,Retired,Female,299073,Rural,Single,72,49990,9614,0.44,9.282,6661,21,56,2,9,18,Special,Bad,Offer 3,Other,91816.933,Satisfactory,Field seismologist,Fernandez-Robertson,Discover
QR47914,Delhi,1888.29,41,Yes,Extended,Graduate,16-05-2020,Employed,Female,326025,Urban,Married,94,30647,2132,0.774,-4.048,9778,14,70,1,0,9,Privileged,Average,Offer 4,Other,78985.684,Average,Environmental consultant,Jennings-Bradford,JCB 16 digit
SP93989,Hyderabad,7038.91,44,Yes,Extended,Master,29-08-2020,Retired,Male,477145,Suburban,Widowed,42,35162,7392,0.042,-1.859,6772,5,74,1,6,4,Corporate,Average,Offer 3,Branch,16399.016,Good,Scientist,Bennett PLC,JCB 15 digit
TD78029,Chennai,7126.4,47,Yes,Extended,Diploma,21-10-2019,Unemployed,Female,363985,Urban,Widowed,59,6958,9912,0.318,-8.01,847,1,95,1,6,6,Personal,Excellent,Offer 2,Call Center,11701.809,Good,Engineer,Evans Inc,Discover
TV73625,Indore,9542.36,33,No,Extended,Diploma,25-06-2019,Retired,Male,161192,Urban,Divorced,236,22670,92,0.134,7.04,951,33,17,0,3,9,Special,Bad,Offer 4,Branch,93172.44,Excellent,Colour technologist,Montoya and Sons,Discover
VB27230,Mumbai,1542.03,44,Yes,Premium,Graduate,05-12-2020,Employed,Male,163004,Rural,Widowed,215,22560,4241,0.646,-5.346,6114,30,58,2,1,14,Corporate,Good,Offer 3,Other,90656.597,Good,Radiographer,Willis Inc,Diners Club / Carte Blanche
WB21814,Hyderabad,5438.9,35,Yes,Basic,Graduate,30-09-2020,On leave,Female,13171,Urban,Married,121,29419,6471,0.787,8.874,8652,48,75,0,1,9,Privileged,Excellent,Offer 4,Other,43306.305,Horrible,Trading standards officer,Adams and Meyer,Mastercard
YD78195,Bengaluru,6710.73,31,No,Basic,Grade XII,25-05-2019,On leave,Female,63979,Urban,Widowed,72,12888,4053,0.718,1.651,5674,21,17,0,6,3,Privileged,Good,Offer 3,Other,25097.467,Good,Cartographer,Fowler and Harris,Maestro
