Customer_ID,City,Customer Lifetime Value,Age,Response,Coverage,Education,Effective To Date,Employment_Status,Gender,Income,Location_Code,Marital Status,Monthly Premium Auto,Total Written Premium,Losses,Loss Ratio,Growth Rate,Commissions,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Number of previous policies,Policy_Type,Policy_Rating,Renew_Offer_Type,Sales_Channel,Total Claim Amount,Feedback,Job,Company,Credit Card Provider
EF66082,Hyderabad,2549.34,38,Yes,Basic,Grade XII,15-02-2019,On leave,Male,415824,Suburban,Single,75,22774,9512,0.088,-9.64,8040,36,39,1,1,7,Special,Average,Offer 2,Other,87436.091,Excellent,Politician's assistant,Walker-Johnson,Mastercard
FF56967,Indore,8512.51,31,No,Extended,Diploma,23-09-2020,On leave,Male,379430,Suburban,Divorced,204,42818,5984,0.375,3.475,7183,39,57,2,2,13,Corporate,Average,Offer 3,Agent,59623.333,Average,Teaching laboratory technician,Small and Salazar,American Express
GB62937,Kolkata,4098.6,50,Yes,Basic,PhD,05-06-2020,On leave,Male,461232,Rural,Single,182,48515,6457,0.803,2.12,7448,28,5,0,2,13,Privileged,Excellent,Offer 2,Agent,99450.423,Average,Food technologist,Fowler and Ford,VISA 16 digit
IR92679,Mumbai,4163.68,42,Yes,Extended,PhD,29-01-2019,Unemployed,Male,210092,Urban,Married,243,38702,1943,0.84,-2.71,8133,29,11,0,9,6,Special,Bad,Offer 2,Agent,60102.624,Satisfactory,Chartered management accountant,Smith and Myers,American Express
JO88734,Bhopal,4587.67,38,Yes,Basic,Grade X,08-01-2019,Retired,Male,215819,Rural,Single,30,7382,7749,0.187,-2.118,8216,29,47,1,0,7,Special,Excellent,Offer 4,Call Center,66701.143,Average,Trade union research officer,Eaton Inc,VISA 13 digit
JT72417,Bhopal,1547.65,27,Yes,Extended,Graduate,04-08-2019,Retired,Female,68680,Urban,Single,34,35967,1412,0.155,-5.526,3372,43,81,1,2,6,Special,Excellent,Offer 3,Agent,55052.801,Bad,Chartered loss adjuster,Murray-Watson,JCB 16 digit
KC85619,Delhi,8421.41,29,No,Basic,Grade XII,01-08-2019,Retired,Female,476006,Rural,Widowed,175,46975,3179,0.247,-2.033,3653,28,10,0,1,13,Privileged,Average,Offer 4,Call Center,74531.963,Satisfactory,Hydrologist,King Inc,JCB 16 digit
KD13646,Delhi,9692.37,26,Yes,Basic,Master,14-07-2020,On leave,Female,126292,Rural,Widowed,195,12529,211,0.308,5.767,6513,3,69,0,9,6,Corporate,Average,Offer 4,Agent,50500.126,Good,Best boy,Marks and Hull,VISA 16 digit
LN90387,Indore,7303.59,29,No,Extended,Grade X,20-09-2020,Employed,Male,299308,Rural,Divorced,229,9880,142,0.283,7.322,155,13,51,2,8,18,Privileged,Excellent,Offer 3,Online,80698.2,Average,Public affairs consultant,Giles and Elliott,JCB 16 digit
LP18804,Delhi,7400.71,50,Yes,Basic,Grade X,19-09-2018,Employed,Female,449749,Suburban,Married,178,23865,2465,0.658,-9.309,1257,15,4,2,2,15,Personal,Excellent,Offer 3,Call Center,79845.492,Bad,Civil engineer,Greene Inc,Discover
