Customer_ID,City,Customer Lifetime Value,Age,Response,Coverage,Education,Effective To Date,Employment_Status,Gender,Income,Location_Code,Marital Status,Monthly Premium Auto,Total Written Premium,Losses,Loss Ratio,Growth Rate,Commissions,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Number of previous policies,Policy_Type,Policy_Rating,Renew_Offer_Type,Sales_Channel,Total Claim Amount,Feedback,Job,Company,Credit Card Provider
BE40896,Delhi,2228.55,25,No,Premium,PhD,29-07-2018,Unemployed,Male,202491,Suburban,Single,167,25616,9822,0.364,-8.49,7207,39,93,0,5,11,Privileged,Average,Offer 1,Call Center,81625.149,Average,Child psychotherapist,Werner-Coleman,VISA 16 digit
DD16340,Chennai,8230.99,47,Yes,Basic,Grade X,21-10-2018,Retired,Male,244167,Suburban,Married,101,6596,1991,0.861,8.976,6014,4,59,0,7,7,Personal,Good,Offer 2,Agent,48381.46,Average,Stage manager,Moss-Owens,Maestro
DG55180,Bengaluru,9812.33,47,Yes,Basic,Master,17-06-2018,Unemployed,Female,47020,Rural,Widowed,108,35952,8923,0.608,8.803,7949,16,45,1,6,14,Personal,Good,Offer 2,Online,83967.443,Not Given,Audiological scientist,Maynard Group,Mastercard
DV86970,Bengaluru,1481.21,36,Yes,Basic,Grade XII,14-02-2019,Unemployed,Male,285393,Suburban,Single,184,7180,5960,0.689,8.943,2965,8,25,2,4,7,Personal,Excellent,Offer 1,Branch,26606.842,Average,Radiographer,Nelson and Sons,American Express
EG42776,Bengaluru,8531.83,41,Yes,Extended,Master,26-03-2019,On leave,Female,363682,Urban,Widowed,204,19850,665,0.748,1.444,9230,12,84,0,7,3,Privileged,Bad,Offer 3,Call Center,56744.114,Good,Exhibitions officer,King and Mason,JCB 16 digit
FE87336,Indore,1070.0,46,No,Extended,Graduate,15-06-2018,Retired,Female,115270,Suburban,Widowed,97,15595,6333,0.633,7.139,5559,14,40,2,7,12,Personal,Bad,Offer 1,Online,55680.205,Average,Teacher,Warren-Sanchez,American Express
IK87287,Pune,4313.95,50,No,Premium,PhD,12-06-2018,On leave,Female,297597,Rural,Divorced,163,22322,9179,0.774,9.065,9339,15,12,1,3,7,Privileged,Excellent,Offer 2,Online,22377.742,Bad,Therapist,Roman and Hunt,Diners Club / Carte Blanche
IX80550,Delhi,2336.63,46,Yes,Extended,Diploma,28-06-2020,Retired,Female,236742,Urban,Divorced,42,8826,1827,0.648,8.856,388,36,43,0,5,11,Privileged,Bad,Offer 4,Online,27931.392,Not Given,Therapist,Eaton LLC,JCB 16 digit
MN61993,Pune,2148.69,49,No,Basic,Graduate,23-02-2019,Retired,Male,377413,Suburban,Widowed,225,16682,5126,0.086,-4.329,8932,25,91,0,2,6,Personal,Bad,Offer 3,Call Center,38115.787,Average,Dance movement psychotherapist,Marks PLC,Discover
MV71994,Bengaluru,9162.5,34,Yes,Basic,Grade X,26-12-2018,Retired,Female,383637,Urban,Married,224,36462,1845,0.833,9.368,950,9,82,1,6,8,Corporate,Bad,Offer 3,Agent,70879.171,Not Given,Public relations account executive,Moore-Morgan,JCB 15 digit
