Customer_ID,City,Customer Lifetime Value,Age,Response,Coverage,Education,Effective To Date,Employment_Status,Gender,Income,Location_Code,Marital Status,Monthly Premium Auto,Total Written Premium,Losses,Loss Ratio,Growth Rate,Commissions,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Number of previous policies,Policy_Type,Policy_Rating,Renew_Offer_Type,Sales_Channel,Total Claim Amount,Feedback,Job,Company,Credit Card Provider
AN69339,Indore,6339.33,29,No,Extended,Master,18-08-2019,Unemployed,Male,482315,Suburban,Widowed,30,14088,3748,0.328,8.654,2267,20,79,2,0,3,Corporate,Good,Offer 3,Call Center,24915.368,Good,Pharmacist,Wells-Bright,VISA 16 digit
BA61284,Chennai,6214.58,49,No,Premium,Master,28-07-2019,Employed,Female,142918,Suburban,Married,210,16940,3506,0.144,-0.311,2392,22,61,2,0,12,Special,Bad,Offer 3,Branch,96393.932,Excellent,Make,Fuller and Ramos,Maestro
BF50820,Indore,9372.4,45,Yes,Basic,Grade X,03-01-2020,Employed,Male,308601,Urban,Widowed,178,10263,6509,0.844,7.101,8838,34,37,0,6,14,Special,Bad,Offer 4,Branch,31955.424,Horrible,Travel agency manager,Nguyen LLC,JCB 16 digit
BY53524,Mumbai,2081.37,47,No,Extended,PhD,02-07-2018,Retired,Male,188321,Rural,Single,103,48126,2925,0.335,2.508,9570,16,46,0,4,17,Personal,Average,Offer 4,Branch,63607.563,Average,IT consultant,Henry PLC,VISA 13 digit
CP49267,Kolkata,2753.69,40,Yes,Premium,PhD,17-09-2020,On leave,Male,359435,Rural,Married,172,19969,3759,0.395,-9.445,8590,6,82,2,8,8,Personal,Bad,Offer 4,Call Center,22989.741,Bad,Librarian,Griffin and Smith,Diners Club / Carte Blanche
ES66892,Indore,9330.26,29,No,Basic,Master,08-07-2020,Retired,Female,436021,Rural,Single,168,8582,9628,0.41,1.843,9329,1,52,0,5,6,Special,Good,Offer 1,Branch,70894.948,Satisfactory,Engineer,Hoover and Gomez,VISA 13 digit
IQ96258,Pune,6357.37,33,Yes,Extended,Master,17-09-2018,On leave,Female,222125,Rural,Divorced,215,21678,1924,0.911,4.989,2423,39,57,1,1,15,Personal,Good,Offer 4,Other,13754.801,Good,Psychologist,Terry and Miller,JCB 16 digit
JN98654,Chennai,4482.73,40,No,Premium,Grade X,25-03-2020,Employed,Female,92587,Rural,Divorced,141,30575,5207,0.909,7.808,4930,16,74,0,8,15,Special,Average,Offer 3,Branch,40425.85,Satisfactory,Lexicographer,Gibbs LLC,VISA 13 digit
JW70168,Bengaluru,9025.47,47,No,Extended,Master,26-11-2020,Unemployed,Female,486169,Suburban,Divorced,122,8485,2188,0.526,1.064,8092,7,38,1,0,12,Personal,Bad,Offer 1,Agent,18320.755,Good,Agricultural consultant,Richardson LLC,JCB 16 digit
KI29908,Pune,4438.58,48,Yes,Premium,Grade X,11-08-2018,Retired,Male,354852,Suburban,Married,67,12809,2954,0.562,-4.251,1064,38,41,2,1,6,Personal,Good,Offer 1,Call Center,79143.077,Horrible,Copywriter,Zimmerman and Harrison,VISA 16 digit
LG50944,Bengaluru,8960.39,44,Yes,Extended,Graduate,29-12-2019,Unemployed,Female,30295,Suburban,Widowed,138,30167,7690,0.662,3.888,5298,11,94,2,2,6,Corporate,Bad,Offer 4,Call Center,99782.398,Bad,Field trials officer,Ward LLC,JCB 15 digit
LJ23964,Hyderabad,1704.84,42,Yes,Extended,Graduate,11-09-2020,Employed,Male,364525,Urban,Single,90,26239,9114,0.36,-1.776,5563,2,12,1,9,6,Personal,Bad,Offer 2,Branch,33681.644,Excellent,Dentist,Mata-Flores,Mastercard
MQ28354,Pune,3780.89,43,Yes,Premium,Diploma,01-05-2020,Unemployed,Male,72368,Rural,Married,164,12850,642,0.228,3.466,3893,9,61,2,4,14,Privileged,Excellent,Offer 2,Agent,37209.141,Bad,Building surveyor,Williams and Cochran,Discover
MV88411,Delhi,5450.81,46,Yes,Basic,Grade X,09-10-2020,Unemployed,Female,193619,Suburban,Single,93,19783,2301,0.551,3.981,3630,47,13,2,5,15,Privileged,Excellent,Offer 3,Online,93457.503,Excellent,Learning disability nurse,Tucker Group,Diners Club / Carte Blanche
NQ88683,Kolkata,5681.02,50,No,Basic,Grade X,12-08-2018,Employed,Male,155390,Suburban,Divorced,144,6758,1338,0.941,1.143,6697,36,85,2,9,5,Corporate,Excellent,Offer 2,Other,63288.549,Excellent,Clinical scientist,Adams Ltd,VISA 13 digit
QM37675,Chennai,5395.44,31,No,Basic,Grade XII,03-06-2020,Employed,Male,427866,Suburban,Divorced,96,10658,4384,0.479,-0.996,3026,43,26,2,1,4,Corporate,Average,Offer 2,Online,78561.472,Bad,Furniture conservator/restorer,Martin-Young,JCB 15 digit
QV91360,Pune,3980.91,44,No,Premium,Grade X,04-06-2019,Employed,Female,69041,Urban,Divorced,168,49423,177,0.418,8.026,195,45,77,0,0,14,Special,Good,Offer 3,Call Center,59243.828,Horrible,Biochemist,Moran Inc,VISA 13 digit
RS86508,Pune,9296.91,50,No,Premium,Graduate,04-07-2018,Employed,Female,112834,Urban,Divorced,84,30131,2448,0.298,3.674,1890,17,74,0,2,7,Special,Bad,Offer 2,Agent,39961.822,Bad,Teacher,Dalton and Andrews,JCB 16 digit
RT43328,Kolkata,8872.54,48,No,Extended,PhD,10-08-2018,Unemployed,Female,112344,Suburban,Widowed,118,30987,4392,0.184,-7.119,9060,1,0,1,7,13,Personal,Excellent,Offer 1,Other,72069.199,Excellent,Engineer,Lee and Weiss,JCB 16 digit
SH60934,Kolkata,1729.13,33,No,Extended,Grade X,22-06-2018,Retired,Male,186156,Rural,Widowed,206,20974,9880,0.515,5.574,5017,25,80,0,7,3,Corporate,Average,Offer 2,Branch,73014.247,Excellent,Designer,Owen and Sons,Discover
VZ72827,Mumbai,4078.66,40,Yes,Premium,Diploma,04-07-2020,On leave,Male,305915,Rural,Single,127,17081,837,0.159,-3.971,7539,42,51,0,5,3,Privileged,Excellent,Offer 4,Agent,14405.023,Average,Education officer,Valencia LLC,VISA 13 digit
XI22001,Bengaluru,9837.34,34,No,Premium,Diploma,24-06-2018,Unemployed,Female,285672,Rural,Divorced,234,24307,9861,0.399,-4.447,3475,44,43,1,9,16,Privileged,Good,Offer 4,Online,97966.163,Not Given,Biomedical scientist,Miller-Lindsey,American Express
YQ25094,Hyderabad,7813.07,30,Yes,Extended,PhD,14-12-2018,Unemployed,Male,115730,Urban,Divorced,121,47827,4410,0.066,0.449,9903,17,62,2,1,10,Privileged,Good,Offer 2,Branch,61572.45,Average,Theatre stage manager,Elliott-Lynch,American Express
YS94909,Chennai,1120.27,43,Yes,Basic,Master,11-04-2020,On leave,Female,135035,Urban,Married,58,7378,6010,0.358,-2.947,7379,13,0,2,2,16,Personal,Good,Offer 1,Online,73803.87,Horrible,Quality manager,Smith Group,VISA 16 digit
ZA54427,Mumbai,2157.77,38,Yes,Extended,Grade X,10-06-2019,Unemployed,Female,386770,Rural,Divorced,146,38084,4622,0.547,9.665,8304,28,38,1,0,6,Special,Bad,Offer 4,Branch,55669.878,Excellent,Teacher,Miller and Sons,American Express
