Customer_ID,City,Customer Lifetime Value,Age,Response,Coverage,Education,Effective To Date,Employment_Status,Gender,Income,Location_Code,Marital Status,Monthly Premium Auto,Total Written Premium,Losses,Loss Ratio,Growth Rate,Commissions,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Number of previous policies,Policy_Type,Policy_Rating,Renew_Offer_Type,Sales_Channel,Total Claim Amount,Feedback,Job,Company,Credit Card Provider
AB43193,Delhi,6842.18,49,Yes,Extended,Grade XII,01-07-2020,Employed,Female,371817,Urban,Single,59,6438,9495,0.524,-9.414,4425,7,1,1,9,5,Special,Bad,Offer 1,Branch,20869.397,Not Given,Bonds trader,Harrison and Evans,VISA 16 digit
AW81485,Bengaluru,1585.39,40,No,Premium,Grade X,28-12-2019,Unemployed,Female,463696,Suburban,Divorced,199,36194,2075,0.524,2.739,9821,12,24,1,1,9,Personal,Average,Offer 4,Agent,33223.802,Bad,Research officer,Bradley-Maynard,JCB 15 digit
CC47692,Bengaluru,1632.05,34,Yes,Extended,Diploma,06-06-2020,On leave,Male,305507,Suburban,Widowed,101,46028,7565,0.587,1.818,6666,46,35,2,2,13,Privileged,Bad,Offer 2,Branch,96092.671,Satisfactory,Scientific laboratory technician,Ashley and Alvarez,JCB 16 digit
ET79617,Bhopal,7012.95,44,No,Extended,Diploma,21-12-2019,Employed,Female,187620,Rural,Widowed,71,30866,5746,0.272,3.798,6464,25,85,2,7,15,Privileged,Average,Offer 2,Call Center,73805.186,Not Given,Presenter,Mason-Shaw,VISA 13 digit
FO25988,Hyderabad,7375.5,44,No,Premium,Graduate,13-06-2018,On leave,Female,325756,Rural,Divorced,35,37438,4758,0.734,6.18,2836,27,41,1,3,10,Special,Excellent,Offer 4,Call Center,71627.814,Good,Police officer,Golden and Ramirez,Maestro
FW29867,Delhi,3232.88,37,Yes,Extended,Graduate,08-04-2019,Employed,Male,215808,Suburban,Single,84,16131,3828,0.614,-2.923,9072,46,68,0,8,6,Personal,Average,Offer 4,Call Center,77371.912,Satisfactory,Community education officer,Moore and Lopez,VISA 16 digit
HG83594,Bengaluru,6594.58,34,Yes,Premium,Master,21-08-2020,Employed,Female,226213,Rural,Single,74,41588,7574,0.46,4.855,4853,30,37,2,0,3,Personal,Bad,Offer 4,Online,46635.804,Average,Sports coach,Barton LLC,JCB 16 digit
IZ50296,Delhi,8059.55,40,Yes,Premium,Graduate,26-04-2020,Unemployed,Male,422314,Suburban,Married,42,37522,7766,0.632,-1.163,6490,41,18,0,3,14,Personal,Bad,Offer 3,Call Center,75369.522,Bad,Colour technologist,Vang and Patel,American Express
JI57544,Kolkata,9737.11,27,Yes,Premium,PhD,18-09-2020,Employed,Female,403139,Rural,Divorced,72,8636,3147,0.675,-5.511,9547,44,14,0,7,15,Corporate,Bad,Offer 3,Other,88563.101,Satisfactory,Bookseller,Williams and Cardenas,VISA 16 digit
JY73495,Indore,7123.65,25,Yes,Extended,PhD,22-07-2020,Employed,Male,274020,Urban,Single,33,25626,8880,0.032,-5.011,8338,26,90,0,4,7,Privileged,Good,Offer 3,Other,79553.928,Satisfactory,Public relations account executive,Kelly-Smith,JCB 15 digit
LE58633,Delhi,5816.99,39,No,Extended,Grade X,31-07-2018,Retired,Female,93505,Suburban,Divorced,180,26248,6226,0.68,-3.276,818,35,32,0,3,6,Special,Average,Offer 1,Agent,12235.467,Excellent,Education administrator,Brown PLC,VISA 13 digit
MR84184,Kolkata,2871.17,32,Yes,Basic,Diploma,01-11-2020,On leave,Male,280115,Rural,Widowed,237,27095,3847,0.32,2.656,9950,41,51,2,7,5,Corporate,Average,Offer 4,Agent,31737.475,Bad,Pharmacist,Miller and Reyes,VISA 16 digit
NP13554,Kolkata,7700.45,36,No,Premium,Grade XII,05-12-2019,Retired,Male,388938,Suburban,Widowed,198,46758,3997,0.043,0.331,2867,29,50,2,7,18,Privileged,Average,Offer 3,Online,91660.783,Bad,Web designer,Bernard-Hurst,JCB 15 digit
NX54380,Hyderabad,8926.59,43,Yes,Extended,PhD,24-08-2020,Employed,Female,106343,Suburban,Married,190,22614,5091,0.784,9.626,4682,38,82,2,8,9,Personal,Average,Offer 4,Call Center,42694.002,Good,Fisheries officer,Patterson Ltd,Mastercard
OJ75926,Pune,1610.24,26,No,Premium,Grade X,20-04-2019,Retired,Female,399236,Urban,Divorced,182,24327,7118,0.859,-2.335,7171,42,53,2,7,10,Special,Bad,Offer 1,Other,54478.155,Horrible,Scientist,Gonzales Group,Mastercard
PI31463,Kolkata,2840.72,32,Yes,Basic,Diploma,14-09-2019,Retired,Female,105934,Urban,Married,36,26042,7492,0.758,-9.18,7924,19,64,1,4,10,Personal,Excellent,Offer 4,Online,79781.898,Bad,Research scientist (maths),Schwartz-Montgomery,Diners Club / Carte Blanche
PM57819,Chennai,5780.06,36,Yes,Extended,Diploma,02-12-2018,On leave,Male,60183,Suburban,Single,119,28031,9115,0.659,-2.4,1731,43,94,2,7,13,Personal,Good,Offer 2,Online,66999.75,Average,Graphic designer,Jones and Wright,American Express
QL66615,Chennai,2918.94,25,No,Basic,Master,02-07-2020,Unemployed,Male,136362,Suburban,Single,131,7392,6904,0.148,-7.105,2310,0,24,0,7,9,Personal,Average,Offer 3,Call Center,71638.387,Horrible,Art gallery manager,Roberts-Jacobson,JCB 16 digit
TF70681,Mumbai,4847.85,50,Yes,Extended,PhD,28-07-2018,Employed,Male,305818,Suburban,Widowed,105,16658,9129,0.288,-8.605,3157,31,0,0,0,17,Special,Good,Offer 4,Call Center,44608.06,Good,Civil engineer,Trujillo and Mccall,American Express
TZ33668,Bengaluru,1265.75,35,No,Extended,Grade XII,27-07-2019,Unemployed,Male,224512,Suburban,Widowed,114,40133,3403,0.971,9.001,8520,47,13,1,3,8,Privileged,Average,Offer 3,Branch,17579.045,Satisfactory,Chartered management accountant,Rodriguez-Vargas,VISA 16 digit
VK41719,Hyderabad,5852.6,33,No,Basic,Grade X,17-10-2019,Unemployed,Female,167314,Urban,Married,37,22004,7491,0.62,-3.973,8694,10,49,1,7,7,Personal,Bad,Offer 1,Branch,96203.266,Not Given,Journalist,Chavez-Daniel,American Express
WG82955,Indore,7208.83,47,Yes,Extended,PhD,11-06-2020,Retired,Female,77739,Urban,Divorced,105,43430,3057,0.503,9.396,6230,20,31,2,1,4,Special,Bad,Offer 4,Other,58722.113,Average,Therapist,Salazar Inc,VISA 16 digit
WV68109,Indore,2650.97,37,No,Premium,Master,15-09-2019,On leave,Male,222206,Urban,Widowed,123,21668,4181,0.585,4.496,9100,12,34,0,0,11,Corporate,Excellent,Offer 3,Call Center,76979.11,Not Given,Firefighter,Wagner-Delacruz,Mastercard
XK66100,Chennai,6747.71,50,No,Premium,PhD,24-12-2018,On leave,Female,418925,Rural,Single,84,23962,3790,0.273,1.828,1289,3,69,0,3,17,Corporate,Good,Offer 4,Branch,95564.246,Not Given,Engineer,Norton Ltd,JCB 16 digit
XT34242,Bhopal,4864.67,47,Yes,Premium,PhD,14-12-2020,Retired,Male,454090,Suburban,Widowed,181,27119,7704,0.012,-3.025,507,41,45,2,5,16,Corporate,Good,Offer 4,Online,62691.813,Horrible,Sales professional,Snyder and Mckay,Mastercard
YM39676,Mumbai,5231.08,47,No,Basic,Grade X,31-05-2020,Retired,Female,98010,Rural,Married,119,43650,572,0.008,-8.688,3496,17,94,1,7,9,Personal,Average,Offer 2,Online,33325.541,Satisfactory,Environmental health practitioner,Murphy-Payne,VISA 13 digit
YZ47114,Indore,8465.18,25,Yes,Premium,Diploma,18-09-2020,Employed,Female,129389,Urban,Divorced,78,44244,4985,0.884,-7.62,9554,2,52,2,4,3,Special,Excellent,Offer 3,Branch,49242.1,Excellent,Plant breeder/geneticist,Mccarthy-Harrison,JCB 16 digit
