Customer_ID,City,Customer Lifetime Value,Age,Response,Coverage,Education,Effective To Date,Employment_Status,Gender,Income,Location_Code,Marital Status,Monthly Premium Auto,Total Written Premium,Losses,Loss Ratio,Growth Rate,Commissions,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Number of previous policies,Policy_Type,Policy_Rating,Renew_Offer_Type,Sales_Channel,Total Claim Amount,Feedback,Job,Company,Credit Card Provider
BM74894,Chennai,6655.12,37,No,Basic,Grade XII,26-04-2019,Employed,Male,384633,Rural,Single,65,14353,5838,0.779,-5.878,4193,4,80,2,5,17,Special,Bad,Offer 1,Online,21689.706,Good,Designer,Erickson-Harper,Discover
BT92952,Pune,9198.6,41,Yes,Extended,Grade X,16-05-2019,On leave,Female,481173,Suburban,Widowed,74,47847,7116,0.09,-8.35,6213,21,46,0,0,15,Corporate,Average,Offer 2,Call Center,88460.722,Good,Field seismologist,Juarez-Green,Maestro
BV19075,Bhopal,8496.77,43,Yes,Extended,Grade X,05-12-2018,Employed,Female,15051,Suburban,Single,185,11471,9058,0.544,-9.916,5074,14,87,2,3,7,Corporate,Excellent,Offer 4,Other,13283.931,Average,Editorial assistant,Walker and Jackson,Maestro
BV84754,Mumbai,2863.05,42,No,Premium,Diploma,16-08-2020,Employed,Female,148871,Suburban,Widowed,29,14567,7178,0.019,-3.512,9623,25,19,2,7,4,Special,Bad,Offer 2,Call Center,21458.458,Horrible,Stage manager,Robles and Meza,Diners Club / Carte Blanche
CB98172,Delhi,5929.61,39,Yes,Basic,Diploma,23-06-2019,On leave,Male,190939,Suburban,Widowed,80,49116,9344,0.561,6.49,5873,0,22,1,8,15,Corporate,Average,Offer 3,Online,37231.344,Horrible,Probation officer,Brown and Wheeler,Maestro
DW14245,Kolkata,6683.19,42,No,Basic,Grade XII,14-09-2018,On leave,Female,221451,Rural,Divorced,153,35311,7584,0.527,8.267,7732,16,45,1,1,7,Personal,Good,Offer 3,Call Center,54867.186,Average,Banker,Smith and Sons,VISA 16 digit
EJ22546,Pune,8865.15,25,Yes,Basic,Grade XII,04-01-2020,On leave,Female,86570,Suburban,Married,152,36337,6361,0.575,-2.496,3128,1,78,0,4,13,Special,Good,Offer 2,Agent,13755.25,Horrible,Aeronautical engineer,Craig-Nichols,JCB 16 digit
FL90173,Kolkata,6350.84,38,No,Basic,Diploma,21-02-2019,On leave,Male,446832,Suburban,Widowed,237,8266,5016,0.974,-6.683,9962,7,64,0,8,4,Personal,Average,Offer 1,Call Center,44783.763,Good,Television/film/video producer,Williamson and Montes,VISA 13 digit
FP36995,Mumbai,7101.18,37,Yes,Basic,PhD,08-09-2019,Employed,Female,393430,Rural,Widowed,120,24089,4899,0.285,-1.119,3271,33,31,0,9,12,Special,Excellent,Offer 1,Call Center,45109.222,Not Given,Engineer,Pope and Mercer,Maestro
GZ21631,Indore,7426.69,50,Yes,Basic,Graduate,03-02-2019,On leave,Male,372555,Suburban,Married,50,42000,2240,0.904,-9.213,717,7,93,2,2,3,Corporate,Good,Offer 1,Other,58342.597,Not Given,Legal executive,Cervantes Ltd,Maestro
HP61845,Bhopal,9661.42,25,Yes,Basic,Grade XII,08-12-2018,Unemployed,Male,138363,Urban,Divorced,39,16689,9867,0.6,0.578,3754,45,60,2,6,4,Special,Good,Offer 2,Online,30121.843,Satisfactory,Financial trader,Simmons and Arnold,Mastercard
IR13292,Mumbai,6577.7,45,No,Extended,Grade XII,24-11-2019,Unemployed,Male,17009,Urban,Divorced,54,39140,5013,0.331,-3.201,8103,18,24,2,6,3,Personal,Average,Offer 3,Agent,72448.071,Horrible,Holiday representative,Kennedy Group,Discover
