Customer_ID,City,Customer Lifetime Value,Age,Response,Coverage,Education,Effective To Date,Employment_Status,Gender,Income,Location_Code,Marital Status,Monthly Premium Auto,Total Written Premium,Losses,Loss Ratio,Growth Rate,Commissions,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Number of previous policies,Policy_Type,Policy_Rating,Renew_Offer_Type,Sales_Channel,Total Claim Amount,Feedback,Job,Company,Credit Card Provider
AI95774,Delhi,1800.47,25,No,Extended,Master,07-12-2018,Retired,Female,16163,Urban,Married,128,46370,1579,0.33,0.438,848,47,89,1,5,7,Special,Good,Offer 1,Online,34087.851,Excellent,Journalist,Kim and Hoffman,Discover
CF91753,Delhi,8800.02,27,Yes,Extended,Master,30-03-2019,Employed,Male,70572,Urban,Divorced,247,20156,9250,0.394,9.836,5993,4,13,1,5,7,Privileged,Good,Offer 4,Agent,77377.73,Excellent,Tax inspector,Bell-Stone,VISA 16 digit
DZ31628,Indore,1189.43,34,Yes,Premium,Master,19-07-2018,Unemployed,Male,202453,Suburban,Married,248,23949,424,0.029,2.794,158,45,81,1,8,11,Special,Bad,Offer 3,Online,49007.468,Average,Insurance account manager,Kemp and Sanders,JCB 15 digit
FM13564,Pune,2082.0,35,Yes,Basic,PhD,19-02-2020,Retired,Male,123282,Urban,Single,28,13009,4330,0.545,-8.13,4429,14,77,0,5,6,Special,Bad,Offer 2,Online,33656.579,Horrible,Librarian,Jones and Quinn,Mastercard
FR49013,Delhi,7830.08,46,Yes,Extended,PhD,17-05-2020,Employed,Male,119438,Urban,Married,98,14339,5859,0.695,1.914,704,12,74,2,0,7,Corporate,Excellent,Offer 1,Agent,65424.838,Bad,Youth worker,Hoffman and Foster,Discover
GL97967,Bengaluru,3045.28,49,No,Premium,Graduate,13-08-2018,Retired,Male,174172,Rural,Divorced,107,31834,4574,0.504,5.236,3937,46,3,1,0,11,Personal,Average,Offer 3,Call Center,66615.316,Satisfactory,Games developer,Weaver-White,Mastercard
GN80460,Mumbai,2223.55,42,No,Extended,Grade XII,19-06-2020,Retired,Male,286781,Suburban,Divorced,207,40448,3441,0.95,2.597,9768,46,35,2,1,12,Special,Excellent,Offer 3,Call Center,85740.13,Average,Corporate investment banker,Anderson and Williams,VISA 16 digit
GR96675,Bengaluru,9876.74,43,Yes,Basic,PhD,01-07-2018,On leave,Female,254829,Suburban,Single,228,34983,4574,0.175,9.483,7610,0,89,1,0,18,Special,Good,Offer 4,Branch,25780.283,Not Given,Investment banker,Davis and Sons,Maestro
JH95194,Bhopal,6240.61,36,Yes,Premium,Grade X,01-03-2020,Unemployed,Male,324519,Rural,Widowed,185,45148,2158,0.606,-6.1,7453,44,5,1,4,12,Privileged,Average,Offer 4,Agent,91649.302,Excellent,Nurse,Johnson Ltd,Diners Club / Carte Blanche
JZ83772,Pune,4406.25,26,Yes,Premium,Grade X,04-03-2020,Retired,Male,491195,Rural,Divorced,215,23891,8515,0.73,2.071,3886,6,50,1,7,8,Corporate,Excellent,Offer 3,Other,43392.298,Horrible,Land/geomatics surveyor,Stark-White,VISA 16 digit
MD28079,Kolkata,7733.49,45,Yes,Basic,Grade XII,19-01-2020,Unemployed,Female,345614,Suburban,Divorced,119,30952,3915,0.176,-0.768,1804,13,77,1,5,8,Privileged,Excellent,Offer 4,Call Center,69803.368,Good,Therapist,Blackwell and Sons,VISA 19 digit
ME63070,Bhopal,8088.03,34,Yes,Basic,Master,25-02-2020,On leave,Male,493392,Suburban,Married,159,42691,7663,0.703,5.989,7224,16,58,1,5,16,Privileged,Average,Offer 2,Agent,45769.137,Average,Volunteer coordinator,Hunt-Wilson,VISA 16 digit
MS48100,Bengaluru,2928.13,28,Yes,Premium,Grade XII,22-05-2019,Retired,Male,143861,Urban,Widowed,25,9600,5368,0.847,-5.325,7924,42,79,2,6,8,Privileged,Average,Offer 4,Other,94533.451,Bad,Environmental consultant,Green-Phillips,Diners Club / Carte Blanche
NG51087,Pune,6896.7,31,No,Basic,Master,24-02-2019,On leave,Female,446467,Rural,Divorced,25,34100,5452,0.559,-0.948,5681,39,37,1,3,9,Special,Excellent,Offer 1,Call Center,64364.76,Good,IT sales professional,Cooper and Castro,Discover
OK18100,Hyderabad,2851.61,47,No,Extended,Grade XII,16-08-2020,Unemployed,Male,439704,Urban,Single,93,28382,8135,0.655,1.276,941,47,70,1,0,4,Corporate,Good,Offer 1,Agent,50347.905,Satisfactory,Press photographer,Bowman PLC,VISA 19 digit
