Customer_ID,City,Customer Lifetime Value,Age,Response,Coverage,Education,Effective To Date,Employment_Status,Gender,Income,Location_Code,Marital Status,Monthly Premium Auto,Total Written Premium,Losses,Loss Ratio,Growth Rate,Commissions,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Number of previous policies,Policy_Type,Policy_Rating,Renew_Offer_Type,Sales_Channel,Total Claim Amount,Feedback,Job,Company,Credit Card Provider
AO92962,Kolkata,2056.49,43,Yes,Extended,Graduate,16-11-2019,On leave,Male,425830,Urban,Single,204,29305,2786,0.298,-3.527,1550,21,89,2,8,11,Personal,Bad,Offer 4,Online,76424.722,Satisfactory,Licensed conveyancer,Moreno Inc,Maestro
AR98707,Bhopal,9458.18,49,No,Basic,Grade XII,21-05-2020,Unemployed,Female,273168,Suburban,Widowed,233,43436,7316,0.57,-2.484,1983,15,58,1,1,6,Personal,Bad,Offer 1,Online,34199.987,Not Given,Barrister's clerk,Martin LLC,VISA 13 digit
AY72965,Pune,3666.28,27,No,Premium,Diploma,07-10-2020,Retired,Female,101631,Suburban,Widowed,161,43615,3946,0.718,6.316,1137,36,58,2,9,9,Corporate,Excellent,Offer 2,Call Center,75875.784,Bad,Copywriter,Hammond-Lamb,Diners Club / Carte Blanche
EF50467,Hyderabad,5173.24,36,No,Basic,Grade XII,25-07-2020,Unemployed,Female,199220,Suburban,Divorced,85,29886,8606,0.153,5.92,1113,42,85,0,1,15,Corporate,Good,Offer 3,Online,26052.049,Horrible,Translator,Gonzalez-Jones,American Express
EQ38045,Delhi,1565.22,25,Yes,Premium,Grade XII,20-07-2018,Retired,Female,482869,Urban,Married,154,34479,1394,0.272,-4.006,1320,5,68,1,1,8,Special,Good,Offer 4,Call Center,12601.451,Horrible,Publishing rights manager,West PLC,VISA 16 digit
FG76744,Bhopal,9685.68,36,Yes,Extended,Grade XII,26-08-2020,Unemployed,Female,312178,Suburban,Widowed,178,15943,5979,0.891,-1.259,97,12,24,2,3,9,Personal,Average,Offer 2,Online,72618.409,Not Given,Town planner,Wall and Garner,Maestro
FK82359,Hyderabad,8179.54,29,Yes,Basic,PhD,13-02-2020,On leave,Male,368261,Suburban,Single,78,35188,2649,0.705,2.943,3949,8,16,2,2,11,Personal,Average,Offer 1,Other,41071.702,Satisfactory,Exhibition designer,Lucas Ltd,JCB 16 digit
FZ74474,Bhopal,4484.91,35,No,Extended,Master,22-08-2018,Employed,Male,167593,Urban,Single,76,8481,6378,0.414,8.721,4762,24,74,2,3,9,Personal,Good,Offer 1,Branch,87034.172,Average,Horticulturist,Ashley LLC,Mastercard
HC86054,Bhopal,9237.35,26,No,Extended,Grade X,04-11-2018,Employed,Male,450131,Rural,Widowed,65,7859,2806,0.512,-6.37,9902,29,91,0,7,18,Special,Good,Offer 1,Branch,37128.152,Average,Statistician,Fisher and White,VISA 16 digit
HK77414,Bengaluru,5898.0,30,No,Basic,Graduate,06-12-2019,On leave,Female,433455,Urban,Widowed,78,32848,6794,0.32,-5.77,1210,36,12,2,7,9,Corporate,Average,Offer 1,Agent,62506.284,Excellent,Aid worker,Mejia Group,VISA 13 digit
