Customer_ID,City,Customer Lifetime Value,Age,Response,Coverage,Education,Effective To Date,Employment_Status,Gender,Income,Location_Code,Marital Status,Monthly Premium Auto,Total Written Premium,Losses,Loss Ratio,Growth Rate,Commissions,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Number of previous policies,Policy_Type,Policy_Rating,Renew_Offer_Type,Sales_Channel,Total Claim Amount,Feedback,Job,Company,Credit Card Provider
AH14724,Delhi,2417.04,49,No,Basic,PhD,29-06-2018,Retired,Male,203503,Suburban,Single,121,38472,3984,0.39,4.98,4632,41,24,1,1,4,Corporate,Good,Offer 4,Agent,56524.234,Bad,Sales professional,Baker Group,VISA 16 digit
BA47724,Indore,9294.75,31,Yes,Extended,Grade XII,31-08-2019,Employed,Female,112000,Suburban,Married,167,16647,8983,0.867,7.306,7420,37,68,2,7,16,Special,Excellent,Offer 3,Other,45949.397,Not Given,Immunologist,Hudson and Wheeler,JCB 15 digit
BM35463,Delhi,5349.22,45,Yes,Extended,PhD,10-11-2018,On leave,Female,405141,Urban,Single,216,12932,7412,0.1,-8.525,9501,3,67,0,9,6,Personal,Average,Offer 4,Call Center,78177.431,Average,Sports coach,Herrera PLC,Discover
CI34370,Indore,8272.06,48,No,Basic,Graduate,12-04-2020,Retired,Female,323361,Rural,Married,162,49870,4231,0.501,-5.121,1638,15,26,0,7,4,Corporate,Excellent,Offer 4,Other,62773.15,Good,Barrister,Robinson Group,VISA 16 digit
CQ44212,Kolkata,6736.69,34,Yes,Premium,PhD,29-03-2019,Employed,Female,441582,Urban,Married,116,39021,3358,0.768,-0.483,8630,34,38,0,0,3,Special,Average,Offer 3,Other,51672.287,Excellent,Software engineer,Logan PLC,JCB 16 digit
CX37030,Hyderabad,8865.38,30,Yes,Basic,Grade X,20-06-2020,Retired,Female,380963,Suburban,Widowed,74,28199,7796,0.115,4.581,1482,26,39,0,7,9,Special,Average,Offer 3,Agent,55262.16,Bad,Doctor,Thompson-Espinoza,American Express
DF84217,Bengaluru,9562.77,47,No,Premium,PhD,13-10-2020,Employed,Female,368444,Rural,Divorced,189,20867,8963,0.958,-6.875,5123,27,70,1,2,7,Privileged,Good,Offer 2,Branch,86196.095,Bad,Field seismologist,Carpenter and Lucas,Maestro
EB41126,Bhopal,4816.59,40,Yes,Basic,Master,17-03-2020,Employed,Male,491946,Suburban,Married,140,33594,952,0.248,-5.113,8011,42,59,1,5,17,Privileged,Average,Offer 1,Agent,87818.048,Average,Copywriter,Richardson Ltd,VISA 13 digit
ES23673,Mumbai,4160.85,29,No,Premium,Grade XII,28-06-2020,Unemployed,Female,158742,Urban,Single,47,47359,8916,0.108,5.393,952,41,8,2,2,12,Special,Bad,Offer 4,Agent,87047.834,Good,Geologist,Hernandez and Holmes,American Express
ET22907,Kolkata,4707.86,31,No,Extended,Graduate,27-11-2018,Retired,Female,422571,Suburban,Married,195,33547,8559,0.447,7.586,2857,42,94,2,8,16,Corporate,Excellent,Offer 2,Branch,65681.164,Bad,Health physicist,Kim-Garcia,VISA 16 digit
GS46536,Delhi,8536.49,30,Yes,Premium,Master,02-05-2020,Retired,Female,481746,Suburban,Widowed,129,34038,3915,0.108,5.223,1249,11,3,2,5,14,Corporate,Excellent,Offer 4,Call Center,81648.02,Satisfactory,Contractor,Coffey and Sons,JCB 16 digit
GY32790,Bhopal,1260.29,44,No,Basic,Grade X,21-07-2020,Employed,Female,463745,Urban,Divorced,149,35499,2391,0.436,6.415,2625,24,96,1,1,15,Personal,Bad,Offer 4,Other,94766.756,Good,Teaching laboratory technician,Gallagher-Campbell,JCB 15 digit
HM49536,Kolkata,8644.52,32,Yes,Basic,Graduate,06-07-2018,Employed,Female,372574,Suburban,Single,146,47985,8366,0.505,2.539,6034,40,15,0,0,8,Privileged,Bad,Offer 1,Agent,45137.546,Good,Field trials officer,Reeves and Massey,Discover
HQ77306,Chennai,4879.23,31,Yes,Basic,PhD,25-09-2020,Retired,Female,355669,Urban,Married,240,33819,461,0.382,-7.097,5751,45,26,0,2,12,Personal,Average,Offer 3,Call Center,96880.739,Satisfactory,Journalist,Lawson-Cook,Mastercard
IM11934,Bengaluru,1513.71,45,Yes,Extended,Grade XII,12-01-2019,Employed,Female,147165,Rural,Divorced,218,23748,3604,0.43,-2.395,5020,37,60,1,5,5,Personal,Excellent,Offer 1,Agent,77712.681,Excellent,Education officer,Salinas Inc,Diners Club / Carte Blanche
OL82126,Pune,6373.87,40,Yes,Extended,Grade XII,09-10-2018,Retired,Male,469709,Suburban,Married,102,31559,8374,0.086,7.154,8791,16,23,2,5,8,Personal,Excellent,Offer 1,Online,58078.582,Good,Academic librarian,Gray and Choi,JCB 15 digit
OP57631,Bhopal,4106.4,33,No,Basic,Master,29-11-2018,Retired,Female,368685,Suburban,Widowed,181,18525,8907,0.404,-1.648,2123,3,39,2,4,9,Special,Excellent,Offer 3,Branch,62865.529,Horrible,Teacher,Mitchell PLC,VISA 16 digit
QK29474,Pune,6621.35,36,No,Premium,Diploma,10-07-2019,Employed,Female,492632,Urban,Married,215,6405,3553,0.878,0.652,2629,3,6,2,5,6,Personal,Bad,Offer 3,Agent,84216.04,Satisfactory,Journalist,Conley-Kim,VISA 16 digit
QZ18396,Delhi,9204.65,49,Yes,Basic,Grade X,20-07-2018,Unemployed,Female,146189,Rural,Widowed,28,49837,3654,0.545,1.085,5486,42,53,1,9,15,Personal,Good,Offer 1,Branch,76958.832,Average,Medical illustrator,Nelson Inc,American Express
RZ80992,Kolkata,8858.44,50,Yes,Premium,Grade X,10-10-2019,On leave,Male,167309,Suburban,Widowed,110,27271,120,0.784,3.62,5697,12,49,0,1,8,Corporate,Average,Offer 4,Online,73552.183,Satisfactory,Advertising account executive,French-Rodriguez,VISA 19 digit
TW78027,Bengaluru,9963.99,33,Yes,Basic,Graduate,02-11-2020,Retired,Female,141897,Suburban,Widowed,55,29064,788,0.446,-2.66,8258,29,52,0,5,18,Privileged,Excellent,Offer 1,Other,43243.5,Not Given,Barrister,Sanchez-Miller,JCB 16 digit
VW32246,Chennai,7834.3,47,Yes,Extended,Grade XII,22-11-2019,On leave,Male,282098,Suburban,Married,165,19325,3298,0.979,4.501,9063,33,15,1,9,4,Privileged,Average,Offer 1,Call Center,99236.614,Excellent,Bookseller,Calderon-Murray,VISA 19 digit
XQ11733,Pune,3743.95,26,Yes,Premium,PhD,02-02-2020,On leave,Male,42152,Suburban,Single,203,14965,6674,0.888,7.892,5139,4,82,2,7,3,Privileged,Average,Offer 4,Other,83343.343,Good,Metallurgist,Morgan and Sons,Mastercard
