Customer_ID,City,Customer Lifetime Value,Age,Response,Coverage,Education,Effective To Date,Employment_Status,Gender,Income,Location_Code,Marital Status,Monthly Premium Auto,Total Written Premium,Losses,Loss Ratio,Growth Rate,Commissions,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Number of previous policies,Policy_Type,Policy_Rating,Renew_Offer_Type,Sales_Channel,Total Claim Amount,Feedback,Job,Company,Credit Card Provider
BK70101,Kolkata,9297.9,25,No,Premium,Diploma,11-01-2020,Retired,Male,156780,Urban,Married,92,11219,659,0.61,-4.783,8327,22,85,0,0,15,Privileged,Average,Offer 1,Call Center,61613.119,Satisfactory,Administrator,Cruz Inc,VISA 16 digit
BL51604,Chennai,6127.9,37,No,Premium,PhD,03-12-2019,Unemployed,Female,270081,Suburban,Single,127,21115,4789,0.449,-4.933,2337,14,83,0,6,17,Special,Average,Offer 2,Agent,30362.597,Good,Merchandiser,Hicks and Garcia,American Express
CM17866,Kolkata,3508.95,32,No,Premium,Grade X,18-01-2019,On leave,Female,414917,Rural,Single,66,28291,144,0.462,9.305,3168,28,63,1,3,3,Corporate,Average,Offer 2,Call Center,24834.568,Horrible,Sports coach,Pierce and Barton,Discover
CS31175,Hyderabad,5275.2,47,Yes,Basic,Master,05-12-2019,Employed,Female,87846,Suburban,Divorced,168,34755,8223,0.952,-0.233,4046,13,54,1,2,4,Corporate,Excellent,Offer 1,Online,94635.616,Not Given,Research scientist (medical),Lewis-Morton,JCB 16 digit
FW14410,Pune,1215.14,41,Yes,Extended,Master,21-07-2018,Unemployed,Male,454872,Urban,Married,241,19026,8963,0.793,2.482,1977,20,66,1,2,5,Privileged,Good,Offer 2,Branch,58182.848,Not Given,Ambulance person,Scott LLC,Diners Club / Carte Blanche
GA45659,Kolkata,7808.62,46,No,Basic,Grade X,15-03-2020,On leave,Female,160352,Rural,Married,96,14280,9127,0.111,-1.938,7690,21,73,0,3,5,Privileged,Average,Offer 3,Branch,35569.169,Bad,Therapist,Cooper-Richards,Discover
IN84099,Pune,3845.18,28,No,Extended,Grade XII,24-08-2020,On leave,Male,154011,Urban,Single,127,32983,9504,0.303,-8.331,5764,20,3,0,1,16,Special,Excellent,Offer 1,Online,73233.881,Horrible,Scientist,Baker and Blackburn,Maestro
JJ78268,Pune,3056.03,40,No,Premium,Graduate,18-09-2018,On leave,Female,300359,Rural,Married,91,49683,8665,0.337,9.707,7318,5,45,1,0,5,Personal,Excellent,Offer 3,Call Center,14259.477,Horrible,Administrator,Stone-Pratt,VISA 13 digit
LO45368,Chennai,7106.72,35,Yes,Premium,Grade X,12-12-2018,Employed,Male,35735,Suburban,Widowed,217,42034,1999,0.353,-7.489,9978,33,4,2,3,12,Privileged,Bad,Offer 1,Branch,11546.925,Average,Minerals surveyor,Palmer and Coleman,VISA 16 digit
RI15429,Mumbai,7733.99,38,No,Basic,PhD,24-04-2019,Retired,Female,211453,Suburban,Widowed,186,47730,9099,0.831,-5.987,5066,0,41,1,6,18,Privileged,Bad,Offer 1,Online,64212.809,Not Given,Electrical engineer,Johnston-Waters,JCB 15 digit
WR68915,Bengaluru,4886.31,35,No,Premium,Graduate,06-09-2019,Retired,Male,41614,Rural,Single,32,36349,1457,0.375,5.454,2816,45,50,1,0,6,Personal,Average,Offer 3,Branch,14889.285,Bad,Industrial buyer,Waters and Bryant,Mastercard
XK96399,Mumbai,2122.49,45,No,Basic,Diploma,16-08-2019,On leave,Female,23275,Suburban,Married,158,11020,1495,0.362,3.21,1859,19,5,2,5,17,Personal,Average,Offer 4,Agent,49824.174,Bad,Embryologist,Thompson and Norris,JCB 15 digit
YM47661,Kolkata,2790.55,45,Yes,Basic,PhD,08-12-2020,Employed,Female,313422,Rural,Divorced,164,7031,2013,0.846,1.649,927,39,12,0,2,15,Personal,Excellent,Offer 1,Online,43363.762,Excellent,Stage manager,Reid and Gregory,American Express
YP88991,Mumbai,5313.78,39,Yes,Extended,Graduate,04-06-2020,Retired,Male,290011,Urban,Single,65,39429,3269,0.705,8.28,8113,44,14,2,9,10,Privileged,Good,Offer 4,Agent,48194.499,Bad,Arboriculturist,Torres and Webb,VISA 16 digit
