Customer_ID,City,Customer Lifetime Value,Age,Response,Coverage,Education,Effective To Date,Employment_Status,Gender,Income,Location_Code,Marital Status,Monthly Premium Auto,Total Written Premium,Losses,Loss Ratio,Growth Rate,Commissions,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Number of previous policies,Policy_Type,Policy_Rating,Renew_Offer_Type,Sales_Channel,Total Claim Amount,Feedback,Job,Company,Credit Card Provider
AQ39627,Delhi,1633.54,42,No,Extended,Grade X,02-06-2020,Retired,Male,297516,Rural,Widowed,50,27761,9879,0.075,-3.592,9159,43,3,2,9,9,Special,Average,Offer 1,Branch,22370.091,Excellent,Lobbyist,Chapman LLC,VISA 13 digit
FV72021,Kolkata,1734.18,44,Yes,Basic,Grade X,02-05-2019,Employed,Female,375293,Urban,Single,168,17286,7255,0.959,-2.998,7594,24,66,2,5,5,Personal,Average,Offer 4,Online,62525.308,Not Given,Insurance broker,Stone and Vasquez,VISA 16 digit
GL79171,Kolkata,5682.68,31,No,Extended,PhD,21-01-2020,Unemployed,Male,148733,Rural,Single,160,9639,8695,0.358,5.141,7865,23,85,0,0,18,Privileged,Average,Offer 3,Call Center,37393.513,Average,Programmer,Thomas-Blackwell,VISA 16 digit
IG55738,Indore,2267.62,47,Yes,Basic,Grade X,18-08-2018,Employed,Male,95792,Urban,Widowed,203,12106,7467,0.341,-9.581,9818,30,29,1,1,4,Personal,Average,Offer 3,Agent,10365.904,Satisfactory,Engineer,Pennington Ltd,VISA 19 digit
JD75528,Delhi,2010.95,47,No,Basic,Master,06-12-2020,Employed,Female,328643,Suburban,Widowed,72,42425,201,0.347,-2.062,5048,7,34,1,6,7,Privileged,Bad,Offer 2,Branch,87210.335,Good,Proofreader,Mclaughlin-Cook,JCB 16 digit
KS49437,Bhopal,9197.33,50,No,Extended,Grade X,09-04-2020,On leave,Female,397476,Rural,Divorced,144,30990,5166,0.681,-1.667,1277,20,61,0,7,16,Personal,Excellent,Offer 1,Branch,43449.997,Average,Clinical cytogeneticist,Maldonado-Watkins,JCB 16 digit
KW15444,Mumbai,5660.23,34,Yes,Extended,Graduate,01-12-2020,On leave,Female,168925,Urban,Married,180,24636,466,0.563,4.819,1613,31,18,1,8,4,Special,Average,Offer 1,Other,50564.335,Bad,Information officer,Pham and Parks,VISA 16 digit
OG76984,Kolkata,3965.42,27,No,Premium,Graduate,23-02-2020,On leave,Female,365630,Suburban,Single,63,20336,9589,0.704,-9.163,2655,2,40,1,1,11,Special,Excellent,Offer 4,Other,54135.961,Not Given,Psychologist,Davenport and Sons,American Express
OI98411,Bhopal,9800.78,29,Yes,Basic,Grade XII,05-12-2020,On leave,Male,372086,Suburban,Single,199,19486,9031,0.503,-0.834,7226,44,41,1,2,10,Privileged,Average,Offer 1,Branch,17316.019,Average,Media buyer,Pena-Johnson,JCB 16 digit
OR66380,Kolkata,1227.01,40,No,Extended,Grade X,18-04-2019,On leave,Male,355875,Suburban,Single,66,43724,8449,0.206,-9.233,521,10,47,2,6,3,Corporate,Average,Offer 2,Branch,47562.773,Horrible,Early years teacher,Stanley and Barr,VISA 16 digit
PM82998,Pune,8890.21,25,No,Basic,Master,04-06-2020,Unemployed,Female,228227,Rural,Single,121,25677,9318,0.983,6.411,6662,20,39,2,5,11,Special,Good,Offer 1,Online,70150.159,Average,Geologist,David-Carpenter,American Express
SG99193,Kolkata,6563.83,46,No,Basic,Master,17-07-2018,Retired,Female,11727,Urban,Married,94,10591,1597,0.997,-1.003,3172,28,65,2,9,5,Privileged,Average,Offer 4,Call Center,67937.23,Not Given,Careers adviser,Perez-Willis,Maestro
ST47031,Hyderabad,7590.49,36,Yes,Basic,Graduate,25-12-2019,On leave,Male,472231,Suburban,Single,155,49865,6523,0.011,1.263,5103,37,38,2,8,7,Special,Good,Offer 4,Agent,63800.594,Satisfactory,Clinical embryologist,Byrd-Bailey,Mastercard
TI17061,Pune,3817.58,50,Yes,Extended,Diploma,10-01-2019,Unemployed,Female,464384,Rural,Widowed,74,6391,1739,0.857,4.316,5580,35,72,0,3,13,Personal,Average,Offer 3,Agent,95260.352,Satisfactory,Mental health nurse,Walsh PLC,Mastercard
UU91701,Pune,6679.91,42,No,Extended,Grade X,13-01-2019,Employed,Female,486027,Suburban,Divorced,112,9845,8298,0.277,-2.92,1400,3,41,2,1,16,Privileged,Good,Offer 2,Agent,76115.052,Satisfactory,Medical secretary,Brown-Solis,Diners Club / Carte Blanche
UW26601,Kolkata,7187.65,31,Yes,Premium,Graduate,25-04-2020,Employed,Female,109645,Urban,Married,145,20123,2014,0.059,2.0,6488,41,16,0,6,3,Personal,Bad,Offer 3,Branch,12056.52,Not Given,Gaffer,Choi and Rosales,Mastercard
