Customer_ID,City,Customer Lifetime Value,Age,Response,Coverage,Education,Effective To Date,Employment_Status,Gender,Income,Location_Code,Marital Status,Monthly Premium Auto,Total Written Premium,Losses,Loss Ratio,Growth Rate,Commissions,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Number of previous policies,Policy_Type,Policy_Rating,Renew_Offer_Type,Sales_Channel,Total Claim Amount,Feedback,Job,Company,Credit Card Provider
BA14342,Bhopal,1746.77,40,No,Premium,PhD,15-07-2018,Employed,Female,248659,Suburban,Single,72,17120,5257,0.337,4.34,3070,48,44,1,1,10,Special,Average,Offer 1,Agent,12716.85,Satisfactory,Actor,Price and Diaz,American Express
DJ12331,Mumbai,6730.17,30,No,Basic,PhD,15-12-2018,On leave,Male,62375,Rural,Widowed,214,37107,1468,0.276,-3.673,6294,29,47,1,1,12,Personal,Average,Offer 2,Other,91926.159,Good,Neurosurgeon,Stewart and Sons,Mastercard
FK57162,Bhopal,8723.39,34,Yes,Premium,Graduate,13-11-2018,Retired,Male,468698,Rural,Divorced,25,27269,7372,0.223,9.012,8173,43,63,1,7,4,Special,Excellent,Offer 2,Other,11501.043,Horrible,Embryologist,Johnson and Sons,JCB 15 digit
IC76388,Bhopal,2141.25,29,Yes,Basic,Master,23-10-2020,Unemployed,Male,135800,Urban,Single,56,47073,3093,0.565,6.415,9512,9,76,2,0,11,Corporate,Excellent,Offer 2,Other,94214.742,Horrible,Community pharmacist,Bailey-Stafford,JCB 16 digit
IF85457,Chennai,1259.71,44,Yes,Premium,Grade XII,18-02-2020,Retired,Male,408167,Suburban,Widowed,99,26972,3523,0.016,0.014,3283,35,14,1,5,4,Privileged,Average,Offer 1,Other,90790.596,Average,Commissioning editor,Mejia-Nunez,VISA 19 digit
JS48274,Bhopal,4776.16,40,No,Basic,PhD,21-07-2019,Unemployed,Male,148311,Suburban,Widowed,118,27877,4164,0.756,-1.727,5417,38,66,2,4,6,Special,Excellent,Offer 3,Agent,96279.688,Not Given,Nurse,Maxwell-Salazar,JCB 16 digit
LR66572,Kolkata,4353.25,47,No,Extended,Grade XII,19-02-2019,Retired,Female,484732,Suburban,Widowed,36,24597,9556,0.138,7.692,6835,35,52,0,0,4,Special,Average,Offer 2,Online,75509.19,Excellent,Retail banker,Torres and Blackburn,Mastercard
MB18790,Pune,4808.65,31,Yes,Premium,Grade X,20-02-2020,Unemployed,Female,158392,Urban,Divorced,102,33094,5382,0.979,-3.245,1166,44,57,2,0,3,Corporate,Bad,Offer 3,Agent,29627.641,Bad,Television floor manager,Fernandez Group,Diners Club / Carte Blanche
NM14079,Indore,6583.81,29,Yes,Premium,Grade XII,06-07-2020,Employed,Female,373327,Suburban,Married,185,35008,7044,0.198,-0.158,6423,24,38,0,1,4,Corporate,Excellent,Offer 2,Call Center,89359.673,Satisfactory,Clinical scientist,Meza-Rasmussen,Mastercard
QI98101,Chennai,1437.39,25,Yes,Premium,PhD,04-11-2020,On leave,Male,68062,Suburban,Married,169,32942,2364,0.544,-2.69,968,22,11,2,9,11,Privileged,Excellent,Offer 2,Call Center,70749.773,Bad,Geneticist,Ferguson and Cruz,VISA 16 digit
RV72818,Hyderabad,6029.69,25,No,Extended,PhD,24-10-2020,On leave,Female,347815,Urban,Married,188,41958,9307,0.806,5.779,9598,21,70,1,4,17,Privileged,Bad,Offer 4,Branch,98950.571,Satisfactory,Quarry manager,Hampton Group,Diners Club / Carte Blanche
SC83027,Bhopal,6193.45,33,Yes,Basic,PhD,09-08-2018,Retired,Female,356214,Suburban,Single,83,38833,9241,0.824,5.787,6718,35,70,1,6,13,Corporate,Average,Offer 1,Call Center,35071.635,Good,Travel agency manager,Lopez and Hill,JCB 16 digit
SI13891,Indore,8013.93,44,Yes,Extended,Diploma,16-06-2019,Retired,Male,132837,Suburban,Widowed,242,45641,8181,0.365,-2.23,5393,24,90,0,0,10,Privileged,Average,Offer 1,Call Center,17040.358,Average,Buyer,Frank and Jones,Discover
VT11764,Kolkata,1475.22,41,Yes,Extended,PhD,14-02-2020,Employed,Female,291288,Urban,Widowed,185,13788,850,0.503,-7.532,2281,44,25,0,2,11,Corporate,Excellent,Offer 2,Branch,61868.391,Not Given,Land,Brown and Maldonado,VISA 13 digit
XG73628,Chennai,7584.14,30,Yes,Basic,Grade X,02-10-2019,On leave,Female,360453,Urban,Single,234,11129,4660,0.631,-8.085,1643,28,90,1,6,7,Privileged,Average,Offer 4,Other,28011.43,Excellent,Bookseller,Petersen and Johnson,JCB 15 digit
YR61813,Chennai,6340.02,43,Yes,Premium,Graduate,21-09-2018,Unemployed,Female,321424,Rural,Divorced,91,29108,8449,0.486,-4.349,835,46,93,2,8,16,Special,Average,Offer 3,Call Center,48772.269,Not Given,Physiotherapist,Grimes-Finley,Diners Club / Carte Blanche
ZF88548,Hyderabad,6585.66,47,No,Basic,Diploma,13-05-2020,Unemployed,Female,244667,Suburban,Married,122,35600,6232,0.785,-8.614,8606,40,75,2,1,14,Corporate,Average,Offer 2,Call Center,42039.467,Good,Financial trader,Williams and Leon,VISA 13 digit
