Customer_ID,City,Customer Lifetime Value,Age,Response,Coverage,Education,Effective To Date,Employment_Status,Gender,Income,Location_Code,Marital Status,Monthly Premium Auto,Total Written Premium,Losses,Loss Ratio,Growth Rate,Commissions,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Number of previous policies,Policy_Type,Policy_Rating,Renew_Offer_Type,Sales_Channel,Total Claim Amount,Feedback,Job,Company,Credit Card Provider
DL44444,Hyderabad,7538.06,42,No,Premium,Grade X,01-08-2018,Employed,Female,363650,Urban,Widowed,37,19150,4292,0.481,6.896,7378,36,82,0,5,4,Privileged,Excellent,Offer 4,Agent,81586.767,Not Given,Barrister,Brown and Campbell,Discover
EQ65751,Bhopal,7016.77,28,No,Premium,Grade X,14-08-2018,On leave,Female,284330,Rural,Married,123,46204,8342,0.974,-9.992,287,31,9,2,9,5,Personal,Excellent,Offer 2,Branch,77898.034,Average,Sub,Hayden-White,American Express
FI14499,Bengaluru,2214.01,34,No,Premium,Master,18-03-2020,Employed,Male,29481,Urban,Single,135,49794,8101,0.7,7.764,4160,20,37,1,5,4,Special,Bad,Offer 4,Other,14949.577,Horrible,Community arts worker,Frey-Davis,VISA 16 digit
HB71451,Delhi,7883.22,37,No,Basic,Master,20-09-2019,Unemployed,Female,430893,Urban,Single,37,28313,1155,0.817,-5.14,2657,34,56,1,6,7,Personal,Excellent,Offer 2,Agent,75127.945,Satisfactory,Editor,Williams Group,VISA 19 digit
HN44535,Chennai,5447.28,47,Yes,Premium,Diploma,13-05-2019,Employed,Female,498304,Rural,Single,63,49070,5223,0.949,-8.647,1409,41,63,0,1,12,Privileged,Good,Offer 2,Online,78591.145,Excellent,Environmental consultant,Krueger-Powell,JCB 15 digit
KH42873,Hyderabad,4312.68,42,Yes,Extended,PhD,29-05-2020,On leave,Male,222558,Urban,Divorced,120,27626,2134,0.239,-0.572,2617,45,23,2,9,13,Personal,Good,Offer 1,Agent,54794.43,Horrible,Tourism officer,Franco Ltd,VISA 13 digit
NF66314,Kolkata,4409.17,40,Yes,Basic,PhD,01-07-2018,On leave,Male,475154,Suburban,Single,181,25578,8175,0.828,-3.301,7878,15,86,0,4,13,Special,Excellent,Offer 4,Agent,57785.823,Bad,Microbiologist,Bond and Sons,VISA 19 digit
OI62774,Kolkata,9452.28,40,No,Basic,Grade XII,03-07-2020,On leave,Female,351481,Rural,Widowed,91,46284,4545,0.679,3.998,5249,4,31,1,2,3,Personal,Average,Offer 4,Other,40694.786,Average,Horticulturist,Johnson and Sons,VISA 16 digit
ON93576,Indore,8763.91,26,No,Extended,Diploma,08-07-2018,Employed,Male,230167,Rural,Single,116,5038,8603,0.901,-3.815,9997,14,59,2,8,17,Special,Excellent,Offer 2,Call Center,73787.986,Bad,Amenity horticulturist,Perry and Scott,American Express
OV88324,Kolkata,9050.61,39,No,Premium,Grade XII,27-04-2019,Retired,Male,369748,Rural,Divorced,243,31692,5634,0.105,-2.143,6652,42,23,0,9,5,Privileged,Good,Offer 3,Online,75854.296,Bad,Set designer,Garcia and Peterson,Maestro
