Customer_ID,City,Customer Lifetime Value,Age,Response,Coverage,Education,Effective To Date,Employment_Status,Gender,Income,Location_Code,Marital Status,Monthly Premium Auto,Total Written Premium,Losses,Loss Ratio,Growth Rate,Commissions,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Number of previous policies,Policy_Type,Policy_Rating,Renew_Offer_Type,Sales_Channel,Total Claim Amount,Feedback,Job,Company,Credit Card Provider
BJ76597,Pune,5695.9,38,No,Premium,Master,19-09-2020,Unemployed,Male,159108,Urban,Married,209,44949,4157,0.292,4.096,5157,34,26,2,0,9,Personal,Average,Offer 4,Agent,15386.317,Average,Occupational psychologist,White and Walton,VISA 13 digit
EC73536,Delhi,8497.21,47,Yes,Premium,Master,28-05-2019,On leave,Female,285032,Urban,Single,181,23459,5717,0.573,-1.936,947,22,34,1,0,17,Personal,Good,Offer 4,Online,54623.877,Satisfactory,Statistician,Williamson LLC,JCB 15 digit
GW31138,Delhi,7957.14,35,Yes,Extended,Grade X,18-08-2018,Employed,Female,148363,Rural,Single,75,19756,2883,0.883,2.514,7008,17,65,0,8,14,Personal,Bad,Offer 4,Branch,26122.408,Satisfactory,Therapist,Elliott-Miles,VISA 19 digit
HU76544,Indore,5759.94,33,No,Premium,Diploma,10-09-2018,Unemployed,Female,250723,Rural,Divorced,233,41032,6931,0.698,-7.848,6533,33,57,0,2,16,Special,Average,Offer 4,Branch,94072.008,Satisfactory,Ophthalmologist,Woods and Roberts,Discover
JE99407,Pune,3980.76,29,Yes,Basic,Grade XII,19-11-2019,Employed,Female,321315,Rural,Married,186,26281,4319,0.897,9.982,4776,12,86,2,4,5,Personal,Bad,Offer 2,Call Center,91108.408,Satisfactory,Merchandiser,Grant LLC,JCB 16 digit
JF10789,Bengaluru,2031.65,25,No,Premium,Grade XII,30-07-2018,Employed,Female,139194,Urban,Widowed,49,22015,4200,0.709,-8.193,5195,11,42,1,5,10,Personal,Excellent,Offer 1,Online,17245.023,Bad,Transport planner,Perez and Brown,Diners Club / Carte Blanche
KY78422,Pune,1168.92,33,No,Extended,Grade X,30-11-2018,On leave,Male,23379,Urban,Married,241,30895,2753,0.06,-8.745,7922,33,86,2,1,5,Personal,Good,Offer 3,Other,75850.194,Average,Fashion designer,Thompson and Henry,VISA 16 digit
MK19241,Kolkata,9660.54,50,Yes,Premium,PhD,13-07-2020,On leave,Male,249598,Urban,Single,207,24843,8220,0.816,-1.842,9133,1,90,0,7,9,Privileged,Excellent,Offer 2,Branch,60868.822,Good,Horticultural consultant,Cervantes and Clarke,VISA 13 digit
NW50965,Chennai,6024.2,32,No,Premium,Master,11-06-2020,Unemployed,Female,439532,Urban,Widowed,181,33171,200,0.498,6.347,3508,35,77,1,3,9,Privileged,Good,Offer 4,Agent,90033.628,Satisfactory,Estate agent,Delacruz PLC,Maestro
PE67913,Pune,2851.67,30,Yes,Extended,Master,09-05-2020,Unemployed,Male,141585,Urban,Divorced,50,27384,7137,0.945,3.111,2829,23,13,1,2,14,Corporate,Good,Offer 4,Online,56752.479,Excellent,Community pharmacist,Cardenas Inc,Discover
QA53473,Chennai,2363.0,29,No,Extended,Grade XII,29-09-2020,Unemployed,Female,332687,Suburban,Single,132,29404,2794,0.955,3.403,4345,25,18,0,6,13,Corporate,Bad,Offer 2,Call Center,65225.518,Good,Furniture conservator/restorer,Aguilar-Pierce,Maestro
