Customer_ID,City,Customer Lifetime Value,Age,Response,Coverage,Education,Effective To Date,Employment_Status,Gender,Income,Location_Code,Marital Status,Monthly Premium Auto,Total Written Premium,Losses,Loss Ratio,Growth Rate,Commissions,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Number of previous policies,Policy_Type,Policy_Rating,Renew_Offer_Type,Sales_Channel,Total Claim Amount,Feedback,Job,Company,Credit Card Provider
AC85305,Bhopal,2445.69,45,No,Basic,Grade X,15-07-2019,On leave,Male,478866,Rural,Divorced,250,36077,8758,0.69,8.04,7482,24,42,2,8,14,Privileged,Bad,Offer 1,Branch,46201.314,Not Given,Graphic designer,Johnston Ltd,VISA 13 digit
AU13052,Hyderabad,2080.76,34,Yes,Basic,Master,27-01-2020,Retired,Male,207524,Rural,Single,64,10378,7367,0.943,1.892,9059,4,35,2,3,15,Privileged,Bad,Offer 1,Online,49854.966,Average,Town planner,Foster-Raymond,Discover
BV68746,Chennai,9372.79,34,No,Basic,Diploma,10-09-2019,Retired,Female,409079,Suburban,Divorced,56,37395,1806,0.508,-1.105,6849,10,67,1,1,15,Personal,Average,Offer 4,Online,10538.214,Average,Chief of Staff,Sawyer and Clements,VISA 16 digit
BW60297,Kolkata,1339.64,37,No,Basic,Diploma,19-08-2020,Unemployed,Male,172490,Urban,Single,198,37419,6141,0.929,-2.919,2306,12,62,0,7,4,Personal,Average,Offer 1,Online,27852.564,Horrible,Theme park manager,Reynolds-Wright,JCB 16 digit
BX74658,Indore,6624.15,34,No,Premium,Grade XII,23-06-2020,Retired,Female,128670,Suburban,Divorced,72,9776,6874,0.249,-6.982,211,7,23,0,3,7,Special,Average,Offer 2,Online,64818.473,Bad,Community development worker,Jackson and Gordon,VISA 13 digit
CH94368,Kolkata,2156.68,47,Yes,Extended,PhD,18-05-2019,On leave,Female,324091,Urban,Widowed,111,39278,9503,0.898,1.496,9902,33,35,2,6,12,Special,Excellent,Offer 3,Branch,13654.116,Not Given,Town planner,Acosta and Lin,JCB 15 digit
EH33197,Hyderabad,7882.87,40,No,Premium,Grade XII,28-05-2020,On leave,Female,36175,Urban,Widowed,181,28149,2075,0.953,2.423,7788,45,78,1,2,4,Personal,Average,Offer 1,Online,12395.042,Satisfactory,Location manager,Krueger Group,Discover
FY30570,Chennai,3770.36,32,Yes,Premium,PhD,21-05-2019,On leave,Male,158923,Urban,Married,66,49715,9515,0.636,8.098,6577,29,96,1,3,16,Special,Bad,Offer 3,Agent,68663.662,Satisfactory,Drilling engineer,Thomas-May,Discover
GD85655,Kolkata,9467.99,41,No,Premium,Grade X,17-11-2019,Employed,Male,416670,Suburban,Married,232,46957,6571,0.083,-2.277,6544,28,32,1,7,9,Personal,Average,Offer 2,Other,36915.221,Good,Chief Marketing Officer,Jones-Garcia,VISA 16 digit
GT56712,Chennai,2342.12,34,Yes,Premium,Diploma,27-09-2020,Unemployed,Female,97276,Urban,Widowed,62,24519,5450,0.646,-0.218,910,17,86,0,6,5,Special,Good,Offer 2,Call Center,44750.205,Bad,Higher education lecturer,Mitchell-Jones,VISA 13 digit
IP26607,Hyderabad,3388.43,43,No,Premium,Master,05-09-2019,Employed,Male,47415,Suburban,Single,53,43313,2447,0.611,-3.185,6501,45,0,0,1,3,Corporate,Bad,Offer 4,Online,57869.828,Horrible,Surveyor,Barnett and Elliott,VISA 13 digit
JQ16361,Delhi,8488.63,46,No,Premium,PhD,18-09-2020,Retired,Male,360214,Rural,Widowed,189,19745,3837,0.304,0.123,8968,27,91,0,4,8,Corporate,Good,Offer 4,Branch,43065.361,Excellent,Engineer,King-Rogers,VISA 16 digit
JZ18790,Bengaluru,5559.81,42,Yes,Basic,Master,21-11-2018,Unemployed,Male,90655,Rural,Divorced,127,46149,5854,0.98,5.62,8694,22,6,0,8,8,Corporate,Excellent,Offer 3,Branch,44356.678,Excellent,Clinical research associate,Roman Group,Mastercard
KH25166,Bengaluru,3828.04,28,Yes,Premium,Grade X,02-03-2019,On leave,Female,95581,Urban,Widowed,86,46793,8576,0.906,3.369,9611,26,81,0,6,11,Privileged,Excellent,Offer 1,Online,78801.823,Bad,Exhibition designer,Morales-Hansen,VISA 19 digit
KR55795,Chennai,6732.27,26,No,Extended,Grade XII,10-06-2018,Retired,Male,227658,Suburban,Married,69,12306,9719,0.812,1.283,9224,21,45,1,2,12,Corporate,Good,Offer 4,Agent,42308.235,Bad,Furniture designer,Gonzalez-Nelson,VISA 19 digit
LI74724,Pune,9720.02,30,No,Premium,PhD,31-03-2020,Unemployed,Male,294562,Suburban,Widowed,212,36747,6982,0.64,-0.978,8207,6,6,0,8,13,Personal,Bad,Offer 3,Other,26164.633,Average,Exercise physiologist,Smith and Lewis,Diners Club / Carte Blanche
MN14441,Pune,3000.87,35,Yes,Basic,Master,16-08-2020,Employed,Female,80196,Urban,Single,240,44320,9507,0.746,-2.5,3122,15,43,0,0,13,Corporate,Average,Offer 4,Online,94645.087,Horrible,Restaurant manager,Cobb and Zavala,VISA 16 digit
NO78395,Delhi,9437.02,34,No,Extended,Master,19-08-2020,On leave,Male,213402,Suburban,Single,38,22487,9321,0.575,-6.376,4494,21,28,2,3,6,Privileged,Average,Offer 2,Online,27700.532,Average,Sales professional,Rodriguez Ltd,VISA 19 digit
OI72619,Kolkata,6198.99,32,No,Extended,Diploma,18-11-2020,Unemployed,Male,431647,Rural,Single,68,12812,2678,0.704,8.03,5873,3,38,1,7,14,Privileged,Bad,Offer 1,Online,78221.132,Bad,Counsellor,Ballard and Wilkins,Mastercard
PS21407,Chennai,9137.49,26,Yes,Basic,Graduate,25-02-2020,Unemployed,Male,158454,Rural,Married,50,29535,754,0.28,-7.332,1690,23,40,1,1,15,Personal,Good,Offer 1,Agent,29213.358,Horrible,Surveyor,Smith LLC,Discover
QT45255,Pune,4211.24,36,Yes,Basic,Graduate,30-08-2020,Employed,Female,54192,Suburban,Divorced,112,36439,8972,0.133,6.46,254,45,57,2,1,9,Privileged,Bad,Offer 1,Agent,72349.295,Horrible,Scientist,Carter LLC,VISA 16 digit
SZ16467,Delhi,6534.83,29,No,Basic,Grade X,07-12-2020,Unemployed,Female,278022,Urban,Married,193,27278,3838,0.667,-6.108,4383,27,71,0,3,18,Personal,Excellent,Offer 4,Agent,34397.637,Excellent,Editor,Hughes-Valdez,VISA 13 digit
UQ71763,Pune,6617.07,47,No,Extended,Grade XII,29-08-2019,On leave,Male,104999,Urban,Divorced,208,15379,4717,0.117,4.471,4953,23,8,1,3,10,Personal,Average,Offer 3,Branch,92749.703,Horrible,Trade union research officer,Thompson and Perez,Diners Club / Carte Blanche
WL67223,Pune,8671.81,25,Yes,Extended,Diploma,09-11-2018,Employed,Female,91176,Suburban,Widowed,113,8223,3652,0.312,7.257,4452,29,1,2,3,13,Personal,Excellent,Offer 3,Online,67191.923,Not Given,Therapist,Hernandez-Bauer,VISA 19 digit
XI52066,Indore,5641.5,34,No,Extended,Graduate,01-05-2020,Retired,Male,381090,Suburban,Widowed,220,48435,106,0.678,-9.524,23,7,16,1,2,7,Personal,Average,Offer 4,Agent,38674.152,Good,Colour technologist,Hopkins and Woods,VISA 16 digit
