Customer_ID,City,Customer Lifetime Value,Age,Response,Coverage,Education,Effective To Date,Employment_Status,Gender,Income,Location_Code,Marital Status,Monthly Premium Auto,Total Written Premium,Losses,Loss Ratio,Growth Rate,Commissions,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Number of previous policies,Policy_Type,Policy_Rating,Renew_Offer_Type,Sales_Channel,Total Claim Amount,Feedback,Job,Company,Credit Card Provider
AW12712,Bengaluru,5316.18,26,No,Extended,Graduate,25-11-2019,Employed,Male,296916,Rural,Widowed,83,13676,5050,0.665,3.502,4202,7,5,0,9,4,Privileged,Average,Offer 2,Call Center,18594.183,Not Given,Paramedic,Coleman and Christian,American Express
GC53591,Indore,2684.98,26,Yes,Basic,PhD,15-11-2018,On leave,Female,183413,Suburban,Single,186,19601,301,0.689,1.626,1044,47,86,2,2,5,Privileged,Good,Offer 4,Agent,78306.603,Average,Psychologist,Pierce-Snyder,Mastercard
IH36819,Pune,5384.8,48,Yes,Basic,PhD,30-10-2018,On leave,Female,297812,Suburban,Married,138,6376,2270,0.782,6.771,9753,5,53,1,2,8,Corporate,Excellent,Offer 4,Online,96078.655,Average,Pilot,Carter Inc,JCB 16 digit
IW27593,Delhi,8249.53,36,No,Basic,PhD,12-06-2019,Retired,Female,24744,Rural,Single,91,8207,3923,0.355,5.914,5367,11,94,1,1,3,Special,Excellent,Offer 1,Other,78716.647,Bad,Recruitment consultant,Griffith LLC,JCB 15 digit
JJ22933,Mumbai,7617.54,34,Yes,Basic,Graduate,12-06-2020,Employed,Female,104637,Rural,Single,123,30486,8225,0.139,-9.352,5551,38,3,0,3,3,Special,Excellent,Offer 3,Branch,72181.415,Good,Colour technologist,Davis Group,Discover
KW57155,Bhopal,4591.77,41,No,Premium,Graduate,23-11-2019,Employed,Male,484540,Rural,Married,140,21974,7942,0.797,-6.276,886,47,56,2,3,10,Special,Excellent,Offer 1,Agent,48688.446,Satisfactory,Teacher,Pratt-Mccormick,JCB 15 digit
MF28429,Bhopal,8084.76,47,Yes,Premium,Master,31-03-2020,On leave,Male,161180,Suburban,Divorced,95,28632,3805,0.506,-3.977,3889,39,44,0,9,4,Personal,Bad,Offer 3,Call Center,25331.623,Good,Occupational therapist,Pham and Gordon,VISA 13 digit
ND71902,Pune,1904.23,25,Yes,Basic,Master,18-04-2020,Unemployed,Male,234123,Suburban,Single,95,13841,6270,0.931,4.773,9086,11,54,1,7,12,Special,Excellent,Offer 3,Other,37045.395,Average,Web designer,Kim Ltd,VISA 16 digit
NF11958,Pune,7590.32,33,No,Extended,Diploma,15-08-2019,Employed,Female,132635,Urban,Divorced,129,15317,4959,0.989,-8.186,264,9,1,0,9,10,Corporate,Excellent,Offer 2,Online,82188.106,Average,Actor,Smith and Hansen,American Express
NX59014,Delhi,4625.23,36,Yes,Premium,Master,24-08-2020,Employed,Male,19346,Suburban,Single,249,47479,1263,0.148,-1.435,9245,8,28,1,9,5,Corporate,Bad,Offer 4,Call Center,59265.552,Satisfactory,Designer,Snyder-Hebert,JCB 15 digit
NY50833,Delhi,9926.29,39,No,Extended,Diploma,30-12-2020,Employed,Male,267065,Urban,Single,35,31093,7169,0.688,-5.421,2930,48,17,0,8,3,Corporate,Average,Offer 2,Branch,49314.241,Average,Toxicologist,Jenkins and Ellis,Maestro
QB66844,Chennai,3393.71,41,No,Basic,PhD,03-03-2019,Retired,Male,352011,Urban,Single,195,44154,3049,0.779,0.046,1387,39,86,2,2,12,Personal,Average,Offer 1,Online,82371.715,Satisfactory,Set designer,Chapman and Sons,JCB 16 digit
QW15073,Kolkata,1446.41,37,No,Premium,PhD,11-11-2019,Employed,Female,489663,Suburban,Single,94,48120,9288,0.187,2.668,8190,4,70,2,5,15,Special,Average,Offer 3,Call Center,16872.19,Horrible,Curator,Williams and Hutchinson,JCB 16 digit
RA15271,Kolkata,3541.39,40,No,Premium,PhD,24-10-2018,Retired,Female,131801,Rural,Married,173,9597,8761,0.74,-3.357,1740,38,33,0,2,14,Special,Good,Offer 1,Agent,46146.923,Average,Therapist,Walker-Ibarra,VISA 16 digit
UJ23475,Kolkata,3305.83,49,Yes,Premium,Grade X,18-08-2020,Employed,Female,455943,Rural,Divorced,55,33824,1078,0.627,-7.151,7023,5,85,2,0,12,Personal,Bad,Offer 4,Other,62943.377,Good,Data scientist,Keller and Moore,Diners Club / Carte Blanche
UZ70108,Kolkata,5325.01,32,No,Basic,Grade XII,25-02-2019,Retired,Female,373775,Urban,Single,99,36077,3367,0.495,6.813,259,28,25,1,8,9,Corporate,Average,Offer 3,Call Center,35370.366,Horrible,Engineer,Lynn and Wagner,Diners Club / Carte Blanche
VX98865,Indore,1227.32,47,No,Premium,Graduate,02-08-2018,Unemployed,Female,311387,Urban,Divorced,247,14235,7111,0.482,-4.665,4730,37,47,1,8,4,Special,Average,Offer 4,Online,32861.307,Horrible,Air traffic controller,Smith and Sons,American Express
YV69404,Indore,4063.51,33,No,Basic,Graduate,27-07-2020,Unemployed,Male,120716,Suburban,Divorced,130,47576,6570,0.78,9.948,9614,28,49,2,8,8,Personal,Average,Offer 2,Online,80806.097,Excellent,Tree surgeon,Oliver and Sons,VISA 16 digit
