Customer_ID,City,Customer Lifetime Value,Age,Response,Coverage,Education,Effective To Date,Employment_Status,Gender,Income,Location_Code,Marital Status,Monthly Premium Auto,Total Written Premium,Losses,Loss Ratio,Growth Rate,Commissions,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Number of previous policies,Policy_Type,Policy_Rating,Renew_Offer_Type,Sales_Channel,Total Claim Amount,Feedback,Job,Company,Credit Card Provider
AB71299,Pune,1549.31,47,No,Extended,Master,18-10-2020,Retired,Male,282600,Rural,Married,61,8882,875,0.834,-4.591,1970,15,78,1,5,11,Privileged,Bad,Offer 1,Agent,94486.346,Good,Veterinary surgeon,Moon LLC,Discover
BM90718,Delhi,1263.56,41,Yes,Premium,Grade XII,06-04-2020,Employed,Male,134919,Suburban,Married,193,7901,8185,0.407,-3.754,5293,48,47,2,5,3,Corporate,Average,Offer 4,Online,91693.944,Good,Oncologist,Ryan and Johnston,Discover
BO69562,Hyderabad,2825.45,44,No,Basic,Grade XII,02-10-2020,Retired,Male,303178,Rural,Married,207,14165,5885,0.766,-4.315,5341,43,91,1,4,18,Special,Bad,Offer 3,Online,22757.244,Bad,Television/film/video producer,Stephens-Carlson,VISA 16 digit
BU80443,Chennai,1507.48,25,No,Extended,Master,03-05-2020,On leave,Male,203074,Urban,Single,118,35816,5952,0.672,-8.912,7584,33,50,0,5,10,Personal,Good,Offer 4,Agent,75233.039,Excellent,Careers information officer,Shepherd-Deleon,VISA 16 digit
DD19008,Chennai,8290.46,41,Yes,Premium,Master,21-01-2020,Retired,Male,467224,Rural,Widowed,29,46870,415,0.667,-1.161,6340,40,46,2,6,10,Privileged,Excellent,Offer 4,Online,94030.419,Satisfactory,Pilot,Brown Ltd,JCB 16 digit
DU45858,Hyderabad,9257.67,35,No,Basic,Grade XII,16-05-2020,Employed,Female,213268,Urban,Widowed,83,24431,9079,0.239,-1.622,821,26,5,0,1,8,Personal,Excellent,Offer 2,Online,70439.498,Satisfactory,Sports administrator,Larson and Salazar,JCB 16 digit
FG77367,Chennai,8337.52,36,Yes,Extended,Master,26-12-2020,Retired,Male,391835,Rural,Single,80,26073,4855,0.236,3.282,8485,4,64,2,1,3,Personal,Good,Offer 2,Branch,60222.358,Average,Restaurant manager,Soto Ltd,JCB 16 digit
FL93013,Hyderabad,7097.83,46,Yes,Extended,Grade X,21-12-2020,Employed,Female,72564,Suburban,Married,146,49629,8179,0.925,3.411,6812,34,90,0,3,16,Privileged,Average,Offer 3,Call Center,52433.93,Satisfactory,Commercial art gallery manager,Miranda-Baker,VISA 19 digit
FY90480,Indore,7232.38,25,Yes,Premium,Master,04-11-2018,On leave,Male,168694,Suburban,Married,52,25643,6035,0.272,-0.83,8735,42,95,0,3,3,Personal,Excellent,Offer 4,Agent,79299.506,Excellent,Theatre director,Valdez LLC,VISA 16 digit
HR23618,Pune,4710.53,36,Yes,Basic,Grade XII,20-03-2019,On leave,Female,307056,Urban,Single,141,43536,9205,0.783,5.061,4688,33,48,2,0,17,Privileged,Average,Offer 3,Agent,22146.535,Bad,Water engineer,Richmond and Robinson,JCB 16 digit
