Customer_ID,City,Customer Lifetime Value,Age,Response,Coverage,Education,Effective To Date,Employment_Status,Gender,Income,Location_Code,Marital Status,Monthly Premium Auto,Total Written Premium,Losses,Loss Ratio,Growth Rate,Commissions,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Number of previous policies,Policy_Type,Policy_Rating,Renew_Offer_Type,Sales_Channel,Total Claim Amount,Feedback,Job,Company,Credit Card Provider
AB47155,Mumbai,4536.59,25,No,Extended,Graduate,06-09-2020,Retired,Male,306080,Suburban,Divorced,117,13157,9155,0.021,2.609,9015,30,70,0,4,17,Corporate,Excellent,Offer 2,Branch,10463.63,Good,Forensic scientist,Johnson-Jenkins,Mastercard
CL40907,Hyderabad,8335.68,44,Yes,Premium,Master,22-09-2019,Retired,Female,471538,Rural,Divorced,86,11086,6002,0.398,2.333,4217,19,49,2,4,4,Personal,Average,Offer 1,Agent,89118.122,Bad,Copywriter,Erickson-Hogan,Diners Club / Carte Blanche
DF45802,Bengaluru,1435.79,35,Yes,Premium,Graduate,08-05-2019,Unemployed,Female,315128,Rural,Married,242,18554,3028,0.182,8.333,37,22,59,0,5,7,Privileged,Bad,Offer 4,Agent,85498.201,Not Given,Ergonomist,Brooks LLC,JCB 15 digit
DV66524,Bhopal,5015.85,31,Yes,Premium,Grade XII,16-04-2019,On leave,Male,455155,Urban,Widowed,33,5184,5416,0.376,2.675,2191,29,83,0,8,10,Privileged,Excellent,Offer 3,Call Center,60874.505,Horrible,Environmental consultant,Hancock Group,VISA 13 digit
GB11406,Kolkata,2509.43,27,No,Basic,Diploma,23-01-2019,On leave,Female,62976,Suburban,Single,221,29672,4853,0.235,-7.828,3880,32,53,0,3,6,Corporate,Bad,Offer 2,Call Center,96790.464,Not Given,Furniture conservator/restorer,Watson and Bush,Maestro
IM18041,Chennai,8824.23,29,Yes,Premium,Grade XII,12-01-2019,Retired,Female,173760,Suburban,Single,207,48077,7524,0.275,-3.685,4183,21,90,1,4,13,Corporate,Average,Offer 2,Call Center,74107.806,Satisfactory,Acupuncturist,Drake Ltd,JCB 16 digit
IW43020,Chennai,9698.83,33,Yes,Premium,Grade XII,02-11-2018,Employed,Male,21055,Suburban,Divorced,246,5304,5449,0.013,8.118,6263,44,25,1,4,5,Corporate,Bad,Offer 1,Online,19837.298,Bad,Immigration officer,Anderson-Branch,Maestro
JE74625,Kolkata,1942.47,36,Yes,Basic,Diploma,31-10-2020,Retired,Male,58433,Suburban,Single,207,10370,8307,0.693,-3.769,8396,32,38,2,0,10,Corporate,Average,Offer 1,Online,88698.542,Bad,Public house manager,Shelton-Brown,JCB 16 digit
JY53307,Indore,8290.97,34,Yes,Extended,PhD,17-09-2019,Employed,Male,309101,Urban,Widowed,25,47262,7391,0.298,5.222,4138,46,57,0,2,13,Corporate,Excellent,Offer 3,Other,27719.663,Bad,Psychologist,Myers Inc,VISA 19 digit
JZ75628,Bengaluru,6959.78,39,Yes,Extended,Master,10-07-2019,Unemployed,Female,176010,Urban,Single,206,31084,8032,0.519,-6.209,2406,16,9,1,5,12,Privileged,Excellent,Offer 2,Online,63435.155,Excellent,Retail buyer,Oneill LLC,VISA 13 digit
KQ79577,Indore,5658.75,40,No,Basic,Graduate,03-06-2019,Retired,Female,274572,Rural,Single,174,48940,5541,0.521,3.815,135,18,84,1,7,17,Privileged,Excellent,Offer 3,Agent,49157.558,Good,Building services engineer,Cohen and Hernandez,Mastercard
LS65358,Indore,8173.39,37,Yes,Extended,Grade XII,26-07-2019,Retired,Male,389935,Rural,Single,130,45330,8463,0.135,8.585,937,13,52,0,0,17,Corporate,Excellent,Offer 2,Agent,34329.946,Horrible,Network engineer,Lane and Blackwell,VISA 19 digit
OM16646,Delhi,6534.32,44,Yes,Extended,Master,27-02-2020,Unemployed,Female,118409,Urban,Divorced,174,8116,8103,0.848,-8.97,4152,23,33,1,1,12,Privileged,Average,Offer 2,Other,37587.026,Excellent,Chemical engineer,Rhodes Group,American Express
OZ76799,Bengaluru,4661.03,25,Yes,Basic,Diploma,13-08-2019,Unemployed,Male,262183,Rural,Single,46,26552,4620,0.127,1.515,403,39,73,0,2,16,Special,Bad,Offer 1,Call Center,54237.087,Average,Market researcher,Johnson and Norman,VISA 16 digit
PP53622,Delhi,9831.41,46,No,Extended,Graduate,04-06-2018,Unemployed,Female,257308,Suburban,Divorced,190,38261,8287,0.565,5.72,9552,6,16,1,1,6,Special,Good,Offer 4,Other,80018.733,Satisfactory,Copy,Bartlett-Sandoval,VISA 16 digit
QF37715,Bengaluru,5178.12,47,No,Extended,Master,11-10-2018,On leave,Male,154037,Rural,Married,178,16266,783,0.866,2.965,3075,0,4,2,6,13,Special,Excellent,Offer 1,Online,19829.461,Bad,Commercial horticulturist,Smith and Neal,VISA 13 digit
